"","country","year","population","sources","consumption","electricity","total","percent"
"370","World","2004",6461158912,"solar",8.053,2.975,122204.904,0.00658975191372025
"371","World","2005",6541906944,"solar",11.205,4.166,126281.054,0.00887306499674924
"372","World","2006",6623518208,"solar",15.293,5.721,129869.236,0.0117756910497264
"373","World","2007",6705947136,"solar",20.64,7.77,133847.385,0.0154205478127197
"374","World","2008",6789088768,"solar",33.376,12.644,135341.681,0.024660547847045
"375","World","2009",6872766976,"solar",55.016,20.971,133224.509,0.0412957048316087
"376","World","2010",6956824064,"solar",87.907,33.715,139571.899,0.0629833086959718
"377","World","2011",7041193984,"solar",168.766,65.124,142942.035,0.118066039846152
"378","World","2012",7125828096,"solar",259.658,100.808,144718.829,0.179422402595588
"379","World","2013",7210582016,"solar",356.169,139.115,147397.738,0.241638036534862
"380","World","2014",7295290880,"solar",503.532,197.858,148516.952,0.339040084797862
"381","World","2015",7379796992,"solar",649.74,256.838,149520.323,0.434549623063615
"382","World","2016",7464022016,"solar",825.45,328.237,151567.168,0.544610030583932
"383","World","2017",7547858944,"solar",1117.368,446.947,154215.55,0.724549502303756
"384","World","2018",7631091200,"solar",1448.367,582.754,158531.499,0.913614650171194
"385","World","2019",7713467904,"solar",1792.996,724.087,160575.143,1.1166086895529
"386","World","1965",3339584000,"wind",0,0,43188.023,0
"387","World","1966",3407922944,"wind",0,0,45517.853,0
"388","World","1967",3478769920,"wind",0,0,47233.086,0
"389","World","1968",3551599104,"wind",0,0,50108.195,0
"390","World","1969",3625680896,"wind",0,0,53496.635,0
"391","World","1970",3700436992,"wind",0,0,56863.493,0
"392","World","1971",3775759872,"wind",0,0,59176.269,0
"393","World","1972",3851651072,"wind",0,0,62384.81,0
"394","World","1973",3927781120,"wind",0,0,65976.601,0
"395","World","1974",4003793920,"wind",0,0,66327.06,0
"396","World","1975",4079480064,"wind",0,0,66686.123,0
"397","World","1976",4154667008,"wind",0,0,70283.85,0
"398","World","1977",4229506048,"wind",0,0,72856.075,0
"399","World","1978",4304534016,"wind",0.008,0.003,75401.878,1.06098153152101e-05
"400","World","1979",4380506112,"wind",0.017,0.006,78024.35,2.17880700063506e-05
"401","World","1980",4458002944,"wind",0.029,0.01,77460.599,3.74383885154309e-05
"402","World","1981",4536996864,"wind",0.029,0.01,77089.769,3.76184808648214e-05
"403","World","1982",4617387008,"wind",0.051,0.018,76587.56,6.65904488927445e-05
"404","World","1983",4699569152,"wind",0.091,0.033,77804.395,0.000116959973790684
"405","World","1984",4784011776,"wind",0.124,0.045,81517.65,0.00015211429671979
"406","World","1985",4870922240,"wind",0.178,0.064,83671.76,0.000212736053358983
"407","World","1986",4960567808,"wind",0.386,0.139,85482.732,0.000451553186203735
"408","World","1987",5052521984,"wind",0.543,0.195,88458.849,0.000613844749438239
"409","World","1988",5145425920,"wind",0.921,0.332,91839.555,0.00100283586957711
"410","World","1989",5237441024,"wind",7.36,2.65,93593.59,0.00786378639819244
"411","World","1990",5327230976,"wind",10.09,3.632,94738.058,0.0106504188633463
"412","World","1991",5414288896,"wind",11.352,4.087,95391.416,0.0119004418594646
"413","World","1992",5498919936,"wind",13.148,4.733,96085.435,0.0136836555925464
"414","World","1993",5581598208,"wind",15.827,5.698,96744.464,0.0163595924207095
"415","World","1994",5663150080,"wind",19.786,7.123,97973.24,0.0201953104745745
"416","World","1995",5744212992,"wind",22.95,8.262,100014.441,0.0229466862690359
"417","World","1996",5824891904,"wind",25.568,9.205,102951.622,0.0248349656890301
"418","World","1997",5905046016,"wind",33.383,12.018,103904.026,0.0321286876795323
"419","World","1998",5984794112,"wind",44.226,15.921,104535.896,0.0423069985452653
"420","World","1999",6064239104,"wind",58.934,21.216,106410.18,0.0553837988057158
"421","World","2000",6143494144,"wind",87.28,31.421,109066.558,0.0800245296087917
"422","World","2001",6222626816,"wind",105.949,38.391,110151.743,0.096184587837162
"423","World","2002",6301772800,"wind",143.49,52.332,112540.366,0.127500918203874
"424","World","2003",6381185024,"wind",171.409,62.917,116555.663,0.147061923537769
"425","World","2004",6461158912,"wind",230.413,85.117,122204.904,0.188546443275304
"426","World","2005",6541906944,"wind",279.978,104.086,126281.054,0.221710217908064
"427","World","2006",6623518208,"wind",355.127,132.859,129869.236,0.273449672099403
"428","World","2007",6705947136,"wind",453.503,170.73,133847.385,0.338820963891076
"429","World","2008",6789088768,"wind",582.461,220.65,135341.681,0.430363355690846
"430","World","2009",6872766976,"wind",724.212,276.052,133224.509,0.543602678993548
"431","World","2010",6956824064,"wind",903.467,346.506,139571.899,0.647312966630912
"432","World","2011",7041193984,"wind",1141.844,440.617,142942.035,0.798816107522186
"433","World","2012",7125828096,"wind",1367.349,530.853,144718.829,0.94483144276962
"434","World","2013",7210582016,"wind",1627.737,635.774,147397.738,1.10431613272111
"435","World","2014",7295290880,"wind",1797.902,706.469,148516.952,1.21057022500704
"436","World","2015",7379796992,"wind",2103.669,831.567,149520.323,1.40694519500202
"437","World","2016",7464022016,"wind",2423.694,963.774,151567.168,1.59908905865418
"438","World","2017",7547858944,"wind",2852.43,1140.971,154215.55,1.84963837952788
"439","World","2018",7631091200,"wind",3156.845,1270.165,158531.499,1.99130457979206
"440","World","2019",7713467904,"wind",3540.051,1429.62,160575.143,2.20460709787442
