"country","year","continent","oil_consumption"
"Indonesia",2003,"Asia",6.55427949797454
"Indonesia",2004,"Asia",6.6179202238589
"Indonesia",2005,"Asia",6.61017370105222
"Indonesia",2006,"Asia",6.56100944926415
"Indonesia",2007,"Asia",6.61649079735833
"Indonesia",2008,"Asia",6.5898187890713
"Indonesia",2009,"Asia",6.60187257535289
"Indonesia",2010,"Asia",6.66481582534913
"Indonesia",2011,"Asia",6.78424550179869
"Indonesia",2012,"Asia",6.81250019765986
"Indonesia",2013,"Asia",6.82178009223465
"Indonesia",2014,"Asia",6.82819462177027
"Indonesia",2015,"Asia",6.74698775605257
"Indonesia",2016,"Asia",6.75562805059553
"Indonesia",2017,"Asia",6.80646092969806
"Indonesia",2018,"Asia",6.844579029531
"Indonesia",2019,"Asia",6.84616281395653
"Singapore",1965,"Asia",3.86811291430866
"Singapore",1966,"Asia",4.00179058061149
"Singapore",1967,"Asia",4.18557065591299
"Singapore",1968,"Asia",4.40274795748713
"Singapore",1969,"Asia",4.38569489836031
"Singapore",1970,"Asia",4.46798641726522
"Singapore",1971,"Asia",4.32627605290256
"Singapore",1972,"Asia",4.55137903771727
"Singapore",1973,"Asia",4.49184470067597
"Singapore",1974,"Asia",4.47741635676918
"Singapore",1975,"Asia",4.45412634161227
"Singapore",1976,"Asia",4.62461000237831
"Singapore",1977,"Asia",4.62824197355585
"Singapore",1978,"Asia",4.65709827884845
"Singapore",1979,"Asia",4.72149438027489
"Singapore",1980,"Asia",4.71444602674729
"Singapore",1981,"Asia",4.85449597156252
"Singapore",1982,"Asia",4.82739331384256
"Singapore",1983,"Asia",4.88495112654361
"Singapore",1984,"Asia",4.93486953832188
"Singapore",1985,"Asia",4.95422013338702
"Singapore",1986,"Asia",5.10238155492157
"Singapore",1987,"Asia",5.15236052534924
"Singapore",1988,"Asia",5.29835736574806
"Singapore",1989,"Asia",5.42992440879749
"Singapore",1990,"Asia",5.60797984028269
"Singapore",1991,"Asia",5.62544248320495
"Singapore",1992,"Asia",5.66000820980468
"Singapore",1993,"Asia",5.73963855943145
"Singapore",1994,"Asia",5.87990709224579
"Singapore",1995,"Asia",5.92368344113655
"Singapore",1996,"Asia",5.93344340828666
"Singapore",1997,"Asia",5.9858965746795
"Singapore",1998,"Asia",6.00014674749082
"Singapore",1999,"Asia",5.98972303154968
"Singapore",2000,"Asia",6.05365969970095
"Singapore",2001,"Asia",6.12693686741314
"Singapore",2002,"Asia",6.09936782719848
"Singapore",2003,"Asia",6.02636584886697
"Singapore",2004,"Asia",6.12956641667226
"Singapore",2005,"Asia",6.18572702646958
"Singapore",2006,"Asia",6.25627965196496
"Singapore",2007,"Asia",6.33809041781868
"Singapore",2008,"Asia",6.39936502063828
"Singapore",2009,"Asia",6.47522468273987
"Singapore",2010,"Asia",6.56885429534122
"Singapore",2011,"Asia",6.6129626530233
"Singapore",2012,"Asia",6.60864818886089
"Singapore",2013,"Asia",6.61471755727597
"Singapore",2014,"Asia",6.64011763465572
"Singapore",2015,"Asia",6.69498647339485
"Singapore",2016,"Asia",6.73339474895471
"Singapore",2017,"Asia",6.75838598343024
"Singapore",2018,"Asia",6.76945252147872
"Singapore",2019,"Asia",6.74405800845435
"Thailand",1965,"Asia",3.32164899623569
"Thailand",1966,"Asia",3.48740565847537
"Thailand",1967,"Asia",3.59165243835283
"Thailand",1968,"Asia",3.86784120641387
"Thailand",1969,"Asia",3.9475831808267
"Thailand",1970,"Asia",4.09954766922028
"Thailand",1971,"Asia",4.20680977960986
"Thailand",1972,"Asia",4.43418018393608
"Thailand",1973,"Asia",4.49111643788658
"Thailand",1974,"Asia",4.50898962751412
"Thailand",1975,"Asia",4.58979255394377
"Thailand",1976,"Asia",4.64131887761918
"Thailand",1977,"Asia",4.75780543241169
"Thailand",1978,"Asia",4.87189416384839
"Thailand",1979,"Asia",4.88492088811359
"Thailand",1980,"Asia",4.92499751873835
"Thailand",1981,"Asia",4.8783450357078
"Thailand",1982,"Asia",4.78309040442036
"Thailand",1983,"Asia",4.89648814060219
"Thailand",1984,"Asia",4.937784992282
"Thailand",1985,"Asia",4.8854952619863
"Thailand",1986,"Asia",4.92714498359723
"Thailand",1987,"Asia",5.01708114157965
"Thailand",1988,"Asia",5.14067476371459
"Thailand",1989,"Asia",5.30213506983623
"Thailand",1990,"Asia",5.48484257560257
"Thailand",1991,"Asia",5.55109738699055
"Thailand",1992,"Asia",5.66914271954091
"Thailand",1993,"Asia",5.81414844211244
"Thailand",1994,"Asia",5.92334629303169
"Thailand",1995,"Asia",6.00995013101256
"Thailand",1996,"Asia",6.11011609438782
"Thailand",1997,"Asia",6.1173105450987
"Thailand",1998,"Asia",6.02897707136775
"Thailand",1999,"Asia",6.09301431106595
"Thailand",2000,"Asia",6.04300806018822
"Thailand",2001,"Asia",6.03164153365531
"Thailand",2002,"Asia",6.13673952560373
"Thailand",2003,"Asia",6.24132792312157
"Thailand",2004,"Asia",6.31706359860556
"Thailand",2005,"Asia",6.31980560079407
"Thailand",2006,"Asia",6.30271054664374
"Thailand",2007,"Asia",6.31354623468125
"Thailand",2008,"Asia",6.28051006464593
"Thailand",2009,"Asia",6.32430878191082
"Thailand",2010,"Asia",6.35646697113616
"Thailand",2011,"Asia",6.3982171593602
"Thailand",2012,"Asia",6.44447142141338
"Thailand",2013,"Asia",6.47921292787134
"Thailand",2014,"Asia",6.48035739642442
"Thailand",2015,"Asia",6.53563161571911
"Thailand",2016,"Asia",6.5723874322978
"Thailand",2017,"Asia",6.59792711546669
"Thailand",2018,"Asia",6.61444003664617
"Thailand",2019,"Asia",6.62859545545349
"Turkey",1965,"Asia",3.73764580847611
"Turkey",1966,"Asia",3.91453983555242
"Turkey",1967,"Asia",4.07512776329497
"Turkey",1968,"Asia",4.2586294315299
"Turkey",1969,"Asia",4.36524917693457
"Turkey",1970,"Asia",4.42302461370795
"Turkey",1971,"Asia",4.59308748324511
"Turkey",1972,"Asia",4.71847208522207
"Turkey",1973,"Asia",4.9168080142521
"Turkey",1974,"Asia",4.88945399086372
"Turkey",1975,"Asia",4.98885992221842
"Turkey",1976,"Asia",5.11069780005278
"Turkey",1977,"Asia",5.23496214503524
"Turkey",1978,"Asia",5.30372770424031
"Turkey",1979,"Asia",5.18796664270895
"Turkey",1980,"Asia",5.20791114267202
"Turkey",1981,"Asia",5.19317349408804
"Turkey",1982,"Asia",5.26107230051812
"Turkey",1983,"Asia",5.31137178562175
"Turkey",1984,"Asia",5.30651864394613
"Turkey",1985,"Asia",5.35289550990697
"Turkey",1986,"Asia",5.43265156184025
"Turkey",1987,"Asia",5.55354081132566
"Turkey",1988,"Asia",5.61441559838232
"Turkey",1989,"Asia",5.55503881716815
"Turkey",1990,"Asia",5.61500590426536
"Turkey",1991,"Asia",5.58905601291472
"Turkey",1992,"Asia",5.64395107981871
"Turkey",1993,"Asia",5.78003338716746
"Turkey",1994,"Asia",5.73526822173547
"Turkey",1995,"Asia",5.84978000772707
"Turkey",1996,"Asia",5.89325065561036
"Turkey",1997,"Asia",5.87804945806828
"Turkey",1998,"Asia",5.87624727955167
"Turkey",1999,"Asia",5.87158807173495
"Turkey",2000,"Asia",5.918485168622
"Turkey",2001,"Asia",5.84648212671918
"Turkey",2002,"Asia",5.91333542402969
"Turkey",2003,"Asia",5.89877617735405
"Turkey",2004,"Asia",5.92099111584741
"Turkey",2005,"Asia",5.90816173941186
"Turkey",2006,"Asia",5.94703710242328
"Turkey",2007,"Asia",5.96498452555353
"Turkey",2008,"Asia",5.95124913941007
"Turkey",2009,"Asia",5.96887890080441
"Turkey",2010,"Asia",5.94337401314025
"Turkey",2011,"Asia",5.92166420684871
"Turkey",2012,"Asia",5.97109090681491
"Turkey",2013,"Asia",6.03812148518675
"Turkey",2014,"Asia",6.0663516799229
"Turkey",2015,"Asia",6.24091891321199
"Turkey",2016,"Asia",6.30847541962468
"Turkey",2017,"Asia",6.35638887115252
"Turkey",2018,"Asia",6.31859687367419
"Turkey",2019,"Asia",6.33604843798192
"United Arab Emirates",1965,"Asia",-0.145025772050258
"United Arab Emirates",1966,"Asia",-0.0812100554255432
"United Arab Emirates",1967,"Asia",-0.0100503358535015
"United Arab Emirates",1968,"Asia",0.0998453349697161
"United Arab Emirates",1969,"Asia",0.20375683751402
"United Arab Emirates",1970,"Asia",0.354873321992104
"United Arab Emirates",1971,"Asia",0.519388854426479
"United Arab Emirates",1972,"Asia",0.790727508898809
"United Arab Emirates",1973,"Asia",1.23430800412201
"United Arab Emirates",1974,"Asia",1.55940697882854
"United Arab Emirates",1975,"Asia",2.03914024490631
"United Arab Emirates",1976,"Asia",2.4234744102695
"United Arab Emirates",1977,"Asia",2.81462997316477
"United Arab Emirates",1978,"Asia",2.90273940670483
"United Arab Emirates",1979,"Asia",3.2137024660942
"United Arab Emirates",1980,"Asia",4.09964714531294
"United Arab Emirates",1981,"Asia",4.18973049673272
"United Arab Emirates",1982,"Asia",4.2946970252355
"United Arab Emirates",1983,"Asia",4.29979925066523
"United Arab Emirates",1984,"Asia",4.43502222932583
"United Arab Emirates",1985,"Asia",4.65177701603632
"United Arab Emirates",1986,"Asia",4.84096141713567
"United Arab Emirates",1987,"Asia",4.92991680257669
"United Arab Emirates",1988,"Asia",5.10938802635978
"United Arab Emirates",1989,"Asia",5.15759446259717
"United Arab Emirates",1990,"Asia",5.20486346279678
"United Arab Emirates",1991,"Asia",5.41379107108407
"United Arab Emirates",1992,"Asia",5.42079602714845
"United Arab Emirates",1993,"Asia",5.45579963332835
"United Arab Emirates",1994,"Asia",5.50354946117509
"United Arab Emirates",1995,"Asia",5.50366347883167
"United Arab Emirates",1996,"Asia",5.47039075647341
"United Arab Emirates",1997,"Asia",5.48736210535262
"United Arab Emirates",1998,"Asia",5.48239571261698
"United Arab Emirates",1999,"Asia",5.45845295815105
"United Arab Emirates",2000,"Asia",5.44862782501214
"United Arab Emirates",2001,"Asia",5.43758353387314
"United Arab Emirates",2002,"Asia",5.47649284020553
"United Arab Emirates",2003,"Asia",5.57688048745508
"United Arab Emirates",2004,"Asia",5.65376205403154
"United Arab Emirates",2005,"Asia",5.69227990637227
"United Arab Emirates",2006,"Asia",5.76542618486875
"United Arab Emirates",2007,"Asia",5.83157157851962
"United Arab Emirates",2008,"Asia",5.88089884125536
"United Arab Emirates",2009,"Asia",5.8602875236372
"United Arab Emirates",2010,"Asia",5.9242878824613
"United Arab Emirates",2011,"Asia",6.00668315440854
"United Arab Emirates",2012,"Asia",6.0493064772974
"United Arab Emirates",2013,"Asia",6.15082022880859
"United Arab Emirates",2014,"Asia",6.16160386753296
"United Arab Emirates",2015,"Asia",6.23362021727045
"United Arab Emirates",2016,"Asia",6.29969161828889
"United Arab Emirates",2017,"Asia",6.28493421407736
"United Arab Emirates",2018,"Asia",6.32497346887402
"United Arab Emirates",2019,"Asia",6.29689014306193
"Taiwan",1965,"Asia",3.24641316786129
"Taiwan",1966,"Asia",3.41440971313429
"Taiwan",1967,"Asia",3.58637596437909
"Taiwan",1968,"Asia",3.76252481928154
"Taiwan",1969,"Asia",3.94272678300315
"Taiwan",1970,"Asia",4.12577862771163
"Taiwan",1971,"Asia",4.46200395559437
"Taiwan",1972,"Asia",4.54096227685901
"Taiwan",1973,"Asia",4.78444544084564
"Taiwan",1974,"Asia",4.6764950030419
"Taiwan",1975,"Asia",4.8239200993956
"Taiwan",1976,"Asia",5.08085763170212
"Taiwan",1977,"Asia",5.18180040408264
"Taiwan",1978,"Asia",5.34042813024842
"Taiwan",1979,"Asia",5.34520095244689
"Taiwan",1980,"Asia",5.38347619529599
"Taiwan",1981,"Asia",5.25603597429143
"Taiwan",1982,"Asia",5.21683070020111
"Taiwan",1983,"Asia",5.24022204335732
"Taiwan",1984,"Asia",5.21510965553134
"Taiwan",1985,"Asia",5.41295323283588
"Taiwan",1986,"Asia",5.51348519618455
"Taiwan",1987,"Asia",5.55242068004855
"Taiwan",1988,"Asia",5.6889530604102
"Taiwan",1989,"Asia",5.79297702234903
"Taiwan",1990,"Asia",5.82708506432447
"Taiwan",1991,"Asia",5.86279844260857
"Taiwan",1992,"Asia",5.89036438767525
"Taiwan",1993,"Asia",5.95894910330629
"Taiwan",1994,"Asia",6.0153129009732
"Taiwan",1995,"Asia",6.0915361008322
"Taiwan",1996,"Asia",6.09573897318398
"Taiwan",1997,"Asia",6.13406810045366
"Taiwan",1998,"Asia",6.16551028693418
"Taiwan",1999,"Asia",6.23858826215919
"Taiwan",2000,"Asia",6.26911143510663
"Taiwan",2001,"Asia",6.30255670274371
"Taiwan",2002,"Asia",6.305888350784
"Taiwan",2003,"Asia",6.34587668282614
"Taiwan",2004,"Asia",6.39049902295034
"Taiwan",2005,"Asia",6.38260420078579
"Taiwan",2006,"Asia",6.38075284668738
"Taiwan",2007,"Asia",6.4241507757514
"Taiwan",2008,"Asia",6.32064598461279
"Taiwan",2009,"Asia",6.32395744809348
"Taiwan",2010,"Asia",6.34522575022381
"Taiwan",2011,"Asia",6.2501431818248
"Taiwan",2012,"Asia",6.24984202875375
"Taiwan",2013,"Asia",6.27179906728778
"Taiwan",2014,"Asia",6.30490208175947
"Taiwan",2015,"Asia",6.31417828241918
"Taiwan",2016,"Asia",6.34026229725911
"Taiwan",2017,"Asia",6.33486274379993
"Taiwan",2018,"Asia",6.33765724375108
"Taiwan",2019,"Asia",6.28627924678819
"Malaysia",1965,"Asia",3.30056640482334
"Malaysia",1966,"Asia",3.45331533592426
"Malaysia",1967,"Asia",3.46495434746491
"Malaysia",1968,"Asia",3.47859042823593
"Malaysia",1969,"Asia",3.50993219795893
"Malaysia",1970,"Asia",3.60826575011969
"Malaysia",1971,"Asia",3.69915151538454
"Malaysia",1972,"Asia",3.80446006621512
"Malaysia",1973,"Asia",3.88932739749596
"Malaysia",1974,"Asia",3.88580222578506
"Malaysia",1975,"Asia",3.93924899168174
"Malaysia",1976,"Asia",4.04857981685436
"Malaysia",1977,"Asia",4.17679974215829
"Malaysia",1978,"Asia",4.25650592780152
"Malaysia",1979,"Asia",4.45092283482164
"Malaysia",1980,"Asia",4.57373111715271
"Malaysia",1981,"Asia",4.63847922883174
"Malaysia",1982,"Asia",4.68363934859639
"Malaysia",1983,"Asia",4.75200272485174
"Malaysia",1984,"Asia",4.73458310934887
"Malaysia",1985,"Asia",4.73284194443929
"Malaysia",1986,"Asia",4.69305284996362
"Malaysia",1987,"Asia",4.71919505747268
"Malaysia",1988,"Asia",4.8011562894999
"Malaysia",1989,"Asia",4.83857293134341
"Malaysia",1990,"Asia",5.0218257797319
"Malaysia",1991,"Asia",5.09710041080179
"Malaysia",1992,"Asia",5.18260343881072
"Malaysia",1993,"Asia",5.28038249391167
"Malaysia",1994,"Asia",5.38228620303524
"Malaysia",1995,"Asia",5.4283100051619
"Malaysia",1996,"Asia",5.5193707349511
"Malaysia",1997,"Asia",5.65798981348253
"Malaysia",1998,"Asia",5.50494934908714
"Malaysia",1999,"Asia",5.60004656453778
"Malaysia",2000,"Asia",5.60706964493158
"Malaysia",2001,"Asia",5.6492629288804
"Malaysia",2002,"Asia",5.76055025665391
"Malaysia",2003,"Asia",5.81336307322493
"Malaysia",2004,"Asia",5.83087317045074
"Malaysia",2005,"Asia",5.83092600828264
"Malaysia",2006,"Asia",5.86327031504121
"Malaysia",2007,"Asia",5.92748586922893
"Malaysia",2008,"Asia",5.88576786384105
"Malaysia",2009,"Asia",5.87980367023498
"Malaysia",2010,"Asia",5.88298249786292
"Malaysia",2011,"Asia",5.94980626549714
"Malaysia",2012,"Asia",5.99588476354147
"Malaysia",2013,"Asia",6.05731782856929
"Malaysia",2014,"Asia",6.06134968707166
"Malaysia",2015,"Asia",5.98395391277356
"Malaysia",2016,"Asia",6.09497961096666
"Malaysia",2017,"Asia",6.04209824901223
"Malaysia",2018,"Asia",6.05764078894861
"Malaysia",2019,"Asia",6.07770187459858
"Iraq",1965,"Asia",2.73683200252766
"Iraq",1966,"Asia",2.81564821170023
"Iraq",1967,"Asia",2.89491696831517
"Iraq",1968,"Asia",2.97542752021363
"Iraq",1969,"Asia",3.05319897320232
"Iraq",1970,"Asia",3.35487417205651
"Iraq",1971,"Asia",3.42442550778136
"Iraq",1972,"Asia",3.63824383814536
"Iraq",1973,"Asia",3.6075066956482
"Iraq",1974,"Asia",3.60034874170037
"Iraq",1975,"Asia",3.60073106733723
"Iraq",1976,"Asia",3.82229521505337
"Iraq",1977,"Asia",3.97704266080208
"Iraq",1978,"Asia",3.91324226183288
"Iraq",1979,"Asia",4.09997866083919
"Iraq",1980,"Asia",4.39395520553916
"Iraq",1981,"Asia",4.46420552063153
"Iraq",1982,"Asia",4.50552663065949
"Iraq",1983,"Asia",4.63476782242704
"Iraq",1984,"Asia",4.72241974603833
"Iraq",1985,"Asia",4.88100485428049
"Iraq",1986,"Asia",4.94626031514049
"Iraq",1987,"Asia",4.9816938345928
"Iraq",1988,"Asia",5.071498318865
"Iraq",1989,"Asia",5.18097985663032
"Iraq",1990,"Asia",5.17886919532258
"Iraq",1991,"Asia",4.874372555693
"Iraq",1992,"Asia",5.32478888375383
"Iraq",1993,"Asia",5.65676074588273
"Iraq",1994,"Asia",5.79170482547204
"Iraq",1995,"Asia",5.76342779358264
"Iraq",1996,"Asia",5.80905798670132
"Iraq",1997,"Asia",5.99219927712776
"Iraq",1998,"Asia",5.59420939489253
"Iraq",1999,"Asia",5.27635801519361
"Iraq",2000,"Asia",5.56589876729281
"Iraq",2001,"Asia",5.70796040161897
"Iraq",2002,"Asia",5.64963247218188
"Iraq",2003,"Asia",5.5892989894911
"Iraq",2004,"Asia",5.67041181651436
"Iraq",2005,"Asia",5.61773790288703
"Iraq",2006,"Asia",5.64040949623197
"Iraq",2007,"Asia",5.59766241135582
"Iraq",2008,"Asia",5.58772420074278
"Iraq",2009,"Asia",5.71366019561261
"Iraq",2010,"Asia",5.77760897863004
"Iraq",2011,"Asia",5.87176279689554
"Iraq",2012,"Asia",5.93745440754185
"Iraq",2013,"Asia",6.00646891644845
"Iraq",2014,"Asia",5.95305110802129
"Iraq",2015,"Asia",5.95765437056781
"Iraq",2016,"Asia",6.06718175945415
"Iraq",2017,"Asia",6.01956354649155
"Iraq",2018,"Asia",6.00687026725783
"Iraq",2019,"Asia",6.02342822231337
"Vietnam",1965,"Asia",2.89159323381285
"Vietnam",1966,"Asia",3.6731056999979
"Vietnam",1967,"Asia",4.05459837769958
"Vietnam",1968,"Asia",4.07454993489392
"Vietnam",1969,"Asia",4.26400294506266
"Vietnam",1970,"Asia",4.30007063949924
"Vietnam",1971,"Asia",4.13281178644568
"Vietnam",1972,"Asia",4.16759502396169
"Vietnam",1973,"Asia",4.14938499397991
"Vietnam",1974,"Asia",3.65573623552068
"Vietnam",1975,"Asia",3.6085367014314
"Vietnam",1976,"Asia",2.26529850820803
"Vietnam",1977,"Asia",2.25591268479562
"Vietnam",1978,"Asia",2.44815621631326
"Vietnam",1979,"Asia",2.59256452449451
"Vietnam",1980,"Asia",3.14901114489522
"Vietnam",1981,"Asia",3.00988169665841
"Vietnam",1982,"Asia",3.02630997401813
"Vietnam",1983,"Asia",3.16082289341958
"Vietnam",1984,"Asia",3.1381428790351
"Vietnam",1985,"Asia",3.1547425549386
"Vietnam",1986,"Asia",3.26109204700128
"Vietnam",1987,"Asia",3.41556040449792
"Vietnam",1988,"Asia",3.46081757764318
"Vietnam",1989,"Asia",3.38367814544322
"Vietnam",1990,"Asia",3.54676850498137
"Vietnam",1991,"Asia",3.52078619333061
"Vietnam",1992,"Asia",3.60943032024061
"Vietnam",1993,"Asia",3.85507162897801
"Vietnam",1994,"Asia",3.95804744373943
"Vietnam",1995,"Asia",4.05385237442074
"Vietnam",1996,"Asia",4.19611865434451
"Vietnam",1997,"Asia",4.32899498812208
"Vietnam",1998,"Asia",4.42621097018494
"Vietnam",1999,"Asia",4.52038541917025
"Vietnam",2000,"Asia",4.59781318953452
"Vietnam",2001,"Asia",4.67857862781323
"Vietnam",2002,"Asia",4.77235272393924
"Vietnam",2003,"Asia",4.83665485327137
"Vietnam",2004,"Asia",5.01205428684967
"Vietnam",2005,"Asia",4.9903645572539
"Vietnam",2006,"Asia",4.97176278697888
"Vietnam",2007,"Asia",5.08033547093934
"Vietnam",2008,"Asia",5.13629831209191
"Vietnam",2009,"Asia",5.14495637483503
"Vietnam",2010,"Asia",5.22374467104253
"Vietnam",2011,"Asia",5.30759420332825
"Vietnam",2012,"Asia",5.32974335654789
"Vietnam",2013,"Asia",5.39628764152356
"Vietnam",2014,"Asia",5.42460193928807
"Vietnam",2015,"Asia",5.52574373350039
"Vietnam",2016,"Asia",5.57839686251332
"Vietnam",2017,"Asia",5.61032491103161
"Vietnam",2018,"Asia",5.65004057083484
"Vietnam",2019,"Asia",5.69236082861616
"Philippines",1965,"Asia",3.90594456910768
"Philippines",1966,"Asia",3.99299451240327
"Philippines",1967,"Asia",4.11323173794058
"Philippines",1968,"Asia",4.24600643324677
"Philippines",1969,"Asia",4.31524560098353
"Philippines",1970,"Asia",4.443674262453
"Philippines",1971,"Asia",4.59256102357292
"Philippines",1972,"Asia",4.57380335023859
"Philippines",1973,"Asia",4.73380083958413
"Philippines",1974,"Asia",4.66653806093524
"Philippines",1975,"Asia",4.74230258719167
"Philippines",1976,"Asia",4.76940414398339
"Philippines",1977,"Asia",4.85766280881403
"Philippines",1978,"Asia",4.88845259409519
"Philippines",1979,"Asia",4.91984223007893
"Philippines",1980,"Asia",4.85557086359264
"Philippines",1981,"Asia",4.79372229253268
"Philippines",1982,"Asia",4.7553042385288
"Philippines",1983,"Asia",4.80020228714123
"Philippines",1984,"Asia",4.59999682721409
"Philippines",1985,"Asia",4.48244872636438
"Philippines",1986,"Asia",4.53253497494297
"Philippines",1987,"Asia",4.6818348869235
"Philippines",1988,"Asia",4.75697239603196
"Philippines",1989,"Asia",4.87236889949847
"Philippines",1990,"Asia",4.91673478690312
"Philippines",1991,"Asia",4.88509474660078
"Philippines",1992,"Asia",5.09259001885342
"Philippines",1993,"Asia",5.12419014430224
"Philippines",1994,"Asia",5.17902694535671
"Philippines",1995,"Asia",5.29750203425498
"Philippines",1996,"Asia",5.3417838612932
"Philippines",1997,"Asia",5.41478843083512
"Philippines",1998,"Asia",5.42491036911832
"Philippines",1999,"Asia",5.3714191183461
"Philippines",2000,"Asia",5.29138841672283
"Philippines",2001,"Asia",5.28584490780256
"Philippines",2002,"Asia",5.23246598398492
"Philippines",2003,"Asia",5.22747099267203
"Philippines",2004,"Asia",5.25608291664883
"Philippines",2005,"Asia",5.18271008721629
"Philippines",2006,"Asia",5.07682245547935
"Philippines",2007,"Asia",5.1151574584358
"Philippines",2008,"Asia",5.0711595187162
"Philippines",2009,"Asia",5.1098469441672
"Philippines",2010,"Asia",5.15460287312438
"Philippines",2011,"Asia",5.09832255373685
"Philippines",2012,"Asia",5.13248707819514
"Philippines",2013,"Asia",5.17967458641726
"Philippines",2014,"Asia",5.23920410205553
"Philippines",2015,"Asia",5.36985167251949
"Philippines",2016,"Asia",5.44124819573707
"Philippines",2017,"Asia",5.50963931727545
"Philippines",2018,"Asia",5.51492762228872
"Philippines",2019,"Asia",5.53410464795995
"Pakistan",1965,"Asia",3.80512797967837
"Pakistan",1966,"Asia",3.83139846185426
"Pakistan",1967,"Asia",3.94270738755914
"Pakistan",1968,"Asia",4.07278038430626
"Pakistan",1969,"Asia",4.00867773546501
"Pakistan",1970,"Asia",3.99792543442885
"Pakistan",1971,"Asia",3.93646192730516
"Pakistan",1972,"Asia",3.7445506514844
"Pakistan",1973,"Asia",3.76916828534274
"Pakistan",1974,"Asia",3.84372275116935
"Pakistan",1975,"Asia",3.88137821371344
"Pakistan",1976,"Asia",3.88168750163203
"Pakistan",1977,"Asia",3.93306016449395
"Pakistan",1978,"Asia",3.98668510973657
"Pakistan",1979,"Asia",4.052723637531
"Pakistan",1980,"Asia",4.09620948883161
"Pakistan",1981,"Asia",4.1557061673016
"Pakistan",1982,"Asia",4.25131982059743
"Pakistan",1983,"Asia",4.34840521617103
"Pakistan",1984,"Asia",4.42939912775569
"Pakistan",1985,"Asia",4.4945179158845
"Pakistan",1986,"Asia",4.56937719148928
"Pakistan",1987,"Asia",4.66070895557879
"Pakistan",1988,"Asia",4.73496084076875
"Pakistan",1989,"Asia",4.80424233172289
"Pakistan",1990,"Asia",4.84899441037599
"Pakistan",1991,"Asia",4.9003366801495
"Pakistan",1992,"Asia",4.9892141577206
"Pakistan",1993,"Asia",5.07549876243277
"Pakistan",1994,"Asia",5.14500883201686
"Pakistan",1995,"Asia",5.22567140206316
"Pakistan",1996,"Asia",5.27607175760072
"Pakistan",1997,"Asia",5.30629049650237
"Pakistan",1998,"Asia",5.33969920432681
"Pakistan",1999,"Asia",5.37538951262289
"Pakistan",2000,"Asia",5.40758424243608
"Pakistan",2001,"Asia",5.38784723613778
"Pakistan",2002,"Asia",5.36225883448481
"Pakistan",2003,"Asia",5.24306360828775
"Pakistan",2004,"Asia",5.25419305036078
"Pakistan",2005,"Asia",5.20348457277686
"Pakistan",2006,"Asia",5.34208541718025
"Pakistan",2007,"Asia",5.42638511059053
"Pakistan",2008,"Asia",5.44120485409658
"Pakistan",2009,"Asia",5.50606703774231
"Pakistan",2010,"Asia",5.49671730397133
"Pakistan",2011,"Asia",5.50346801203189
"Pakistan",2012,"Asia",5.47202694649343
"Pakistan",2013,"Asia",5.56383818232297
"Pakistan",2014,"Asia",5.59744741020585
"Pakistan",2015,"Asia",5.68348112301771
"Pakistan",2016,"Asia",5.79562908747382
"Pakistan",2017,"Asia",5.82748572896174
"Pakistan",2018,"Asia",5.64567302048543
"Pakistan",2019,"Asia",5.52418121449803
"Hong Kong",1965,"Asia",3.2141446504923
"Hong Kong",1966,"Asia",3.30699658626333
"Hong Kong",1967,"Asia",3.48780312083633
"Hong Kong",1968,"Asia",3.57596268395824
"Hong Kong",1969,"Asia",3.74693607555575
"Hong Kong",1970,"Asia",3.82312621580098
"Hong Kong",1971,"Asia",3.87652017238549
"Hong Kong",1972,"Asia",4.00756952093935
"Hong Kong",1973,"Asia",4.04534687652156
"Hong Kong",1974,"Asia",4.06878740935779
"Hong Kong",1975,"Asia",4.00855062566921
"Hong Kong",1976,"Asia",4.17451033924537
"Hong Kong",1977,"Asia",4.2515192365941
"Hong Kong",1978,"Asia",4.2900346934216
"Hong Kong",1979,"Asia",4.3138280904826
"Hong Kong",1980,"Asia",4.33576015832376
"Hong Kong",1981,"Asia",4.39459729184773
"Hong Kong",1982,"Asia",4.36884007286971
"Hong Kong",1983,"Asia",4.252871367117
"Hong Kong",1984,"Asia",4.17684578373384
"Hong Kong",1985,"Asia",4.11530664780561
"Hong Kong",1986,"Asia",4.09239265849686
"Hong Kong",1987,"Asia",4.07312092577047
"Hong Kong",1988,"Asia",4.21034823797841
"Hong Kong",1989,"Asia",4.27467803297088
"Hong Kong",1990,"Asia",4.32407967471903
"Hong Kong",1991,"Asia",4.32386772050035
"Hong Kong",1992,"Asia",4.57346277714367
"Hong Kong",1993,"Asia",4.61416956978489
"Hong Kong",1994,"Asia",4.67899668996193
"Hong Kong",1995,"Asia",4.74698219944384
"Hong Kong",1996,"Asia",4.72665303555096
"Hong Kong",1997,"Asia",4.71635371494871
"Hong Kong",1998,"Asia",4.67497606023205
"Hong Kong",1999,"Asia",4.73702267003401
"Hong Kong",2000,"Asia",4.77827439323244
"Hong Kong",2001,"Asia",4.95120371032683
"Hong Kong",2002,"Asia",5.04004521794205
"Hong Kong",2003,"Asia",5.04634343512845
"Hong Kong",2004,"Asia",5.20986859336292
"Hong Kong",2005,"Asia",5.1066724822932
"Hong Kong",2006,"Asia",5.18442051986792
"Hong Kong",2007,"Asia",5.25373832315007
"Hong Kong",2008,"Asia",5.15536458886813
