"country","year","continent","hydro_consumption"
"Qatar",1989,"Asia",-4.60517018598809
"Qatar",1990,"Asia",-4.60517018598809
"Qatar",1991,"Asia",-4.60517018598809
"Qatar",1992,"Asia",-4.60517018598809
"Qatar",1993,"Asia",-4.60517018598809
"Qatar",1994,"Asia",-4.60517018598809
"Qatar",1995,"Asia",-4.60517018598809
"Qatar",1996,"Asia",-4.60517018598809
"Qatar",1997,"Asia",-4.60517018598809
"Qatar",1998,"Asia",-4.60517018598809
"Qatar",1999,"Asia",-4.60517018598809
"Qatar",2000,"Asia",-4.60517018598809
"Qatar",2001,"Asia",-4.60517018598809
"Qatar",2002,"Asia",-4.60517018598809
"Qatar",2003,"Asia",-4.60517018598809
"Qatar",2004,"Asia",-4.60517018598809
"Qatar",2005,"Asia",-4.60517018598809
"Qatar",2006,"Asia",-4.60517018598809
"Qatar",2007,"Asia",-4.60517018598809
"Qatar",2008,"Asia",-4.60517018598809
"Qatar",2009,"Asia",-4.60517018598809
"Qatar",2010,"Asia",-4.60517018598809
"Qatar",2011,"Asia",-4.60517018598809
"Qatar",2012,"Asia",-4.60517018598809
"Qatar",2013,"Asia",-4.60517018598809
"Qatar",2014,"Asia",-4.60517018598809
"Qatar",2015,"Asia",-4.60517018598809
"Qatar",2016,"Asia",-4.60517018598809
"Qatar",2017,"Asia",-4.60517018598809
"Qatar",2018,"Asia",-4.60517018598809
"Qatar",2019,"Asia",-4.60517018598809
"Saudi Arabia",1965,"Asia",-4.60517018598809
"Saudi Arabia",1966,"Asia",-4.60517018598809
"Saudi Arabia",1967,"Asia",-4.60517018598809
"Saudi Arabia",1968,"Asia",-4.60517018598809
"Saudi Arabia",1969,"Asia",-4.60517018598809
"Saudi Arabia",1970,"Asia",-4.60517018598809
"Saudi Arabia",1971,"Asia",-4.60517018598809
"Saudi Arabia",1972,"Asia",-4.60517018598809
"Saudi Arabia",1973,"Asia",-4.60517018598809
"Saudi Arabia",1974,"Asia",-4.60517018598809
"Saudi Arabia",1975,"Asia",-4.60517018598809
"Saudi Arabia",1976,"Asia",-4.60517018598809
"Saudi Arabia",1977,"Asia",-4.60517018598809
"Saudi Arabia",1978,"Asia",-4.60517018598809
"Saudi Arabia",1979,"Asia",-4.60517018598809
"Saudi Arabia",1980,"Asia",-4.60517018598809
"Saudi Arabia",1981,"Asia",-4.60517018598809
"Saudi Arabia",1982,"Asia",-4.60517018598809
"Saudi Arabia",1983,"Asia",-4.60517018598809
"Saudi Arabia",1984,"Asia",-4.60517018598809
"Saudi Arabia",1985,"Asia",-4.60517018598809
"Saudi Arabia",1986,"Asia",-4.60517018598809
"Saudi Arabia",1987,"Asia",-4.60517018598809
"Saudi Arabia",1988,"Asia",-4.60517018598809
"Saudi Arabia",1989,"Asia",-4.60517018598809
"Saudi Arabia",1990,"Asia",-4.60517018598809
"Saudi Arabia",1991,"Asia",-4.60517018598809
"Saudi Arabia",1992,"Asia",-4.60517018598809
"Saudi Arabia",1993,"Asia",-4.60517018598809
"Saudi Arabia",1994,"Asia",-4.60517018598809
"Saudi Arabia",1995,"Asia",-4.60517018598809
"Saudi Arabia",1996,"Asia",-4.60517018598809
"Saudi Arabia",1997,"Asia",-4.60517018598809
"Saudi Arabia",1998,"Asia",-4.60517018598809
"Saudi Arabia",1999,"Asia",-4.60517018598809
"Saudi Arabia",2000,"Asia",-4.60517018598809
"Saudi Arabia",2001,"Asia",-4.60517018598809
"Saudi Arabia",2002,"Asia",-4.60517018598809
"Saudi Arabia",2003,"Asia",-4.60517018598809
"Saudi Arabia",2004,"Asia",-4.60517018598809
"Saudi Arabia",2005,"Asia",-4.60517018598809
"Saudi Arabia",2006,"Asia",-4.60517018598809
"Saudi Arabia",2007,"Asia",-4.60517018598809
"Saudi Arabia",2008,"Asia",-4.60517018598809
"Saudi Arabia",2009,"Asia",-4.60517018598809
"Saudi Arabia",2010,"Asia",-4.60517018598809
"Saudi Arabia",2011,"Asia",-4.60517018598809
"Saudi Arabia",2012,"Asia",-4.60517018598809
"Saudi Arabia",2013,"Asia",-4.60517018598809
"Saudi Arabia",2014,"Asia",-4.60517018598809
"Saudi Arabia",2015,"Asia",-4.60517018598809
"Saudi Arabia",2016,"Asia",-4.60517018598809
"Saudi Arabia",2017,"Asia",-4.60517018598809
"Saudi Arabia",2018,"Asia",-4.60517018598809
"Saudi Arabia",2019,"Asia",-4.60517018598809
"Singapore",1965,"Asia",-4.60517018598809
"Singapore",1966,"Asia",-4.60517018598809
"Singapore",1967,"Asia",-4.60517018598809
"Singapore",1968,"Asia",-4.60517018598809
"Singapore",1969,"Asia",-4.60517018598809
"Singapore",1970,"Asia",-4.60517018598809
"Singapore",1971,"Asia",-4.60517018598809
"Singapore",1972,"Asia",-4.60517018598809
"Singapore",1973,"Asia",-4.60517018598809
"Singapore",1974,"Asia",-4.60517018598809
"Singapore",1975,"Asia",-4.60517018598809
"Singapore",1976,"Asia",-4.60517018598809
"Singapore",1977,"Asia",-4.60517018598809
"Singapore",1978,"Asia",-4.60517018598809
"Singapore",1979,"Asia",-4.60517018598809
"Singapore",1980,"Asia",-4.60517018598809
"Singapore",1981,"Asia",-4.60517018598809
"Singapore",1982,"Asia",-4.60517018598809
"Singapore",1983,"Asia",-4.60517018598809
"Singapore",1984,"Asia",-4.60517018598809
"Singapore",1985,"Asia",-4.60517018598809
"Singapore",1986,"Asia",-4.60517018598809
"Singapore",1987,"Asia",-4.60517018598809
"Singapore",1988,"Asia",-4.60517018598809
"Singapore",1989,"Asia",-4.60517018598809
"Singapore",1990,"Asia",-4.60517018598809
"Singapore",1991,"Asia",-4.60517018598809
"Singapore",1992,"Asia",-4.60517018598809
"Singapore",1993,"Asia",-4.60517018598809
"Singapore",1994,"Asia",-4.60517018598809
"Singapore",1995,"Asia",-4.60517018598809
"Singapore",1996,"Asia",-4.60517018598809
"Singapore",1997,"Asia",-4.60517018598809
"Singapore",1998,"Asia",-4.60517018598809
"Singapore",1999,"Asia",-4.60517018598809
"Singapore",2000,"Asia",-4.60517018598809
"Singapore",2001,"Asia",-4.60517018598809
"Singapore",2002,"Asia",-4.60517018598809
"Singapore",2003,"Asia",-4.60517018598809
"Singapore",2004,"Asia",-4.60517018598809
"Singapore",2005,"Asia",-4.60517018598809
"Singapore",2006,"Asia",-4.60517018598809
"Singapore",2007,"Asia",-4.60517018598809
"Singapore",2008,"Asia",-4.60517018598809
"Singapore",2009,"Asia",-4.60517018598809
"Singapore",2010,"Asia",-4.60517018598809
"Singapore",2011,"Asia",-4.60517018598809
"Singapore",2012,"Asia",-4.60517018598809
"Singapore",2013,"Asia",-4.60517018598809
"Singapore",2014,"Asia",-4.60517018598809
"Singapore",2015,"Asia",-4.60517018598809
"Singapore",2016,"Asia",-4.60517018598809
"Singapore",2017,"Asia",-4.60517018598809
"Singapore",2018,"Asia",-4.60517018598809
"Singapore",2019,"Asia",-4.60517018598809
"United Arab Emirates",1965,"Asia",-4.60517018598809
"United Arab Emirates",1966,"Asia",-4.60517018598809
"United Arab Emirates",1967,"Asia",-4.60517018598809
"United Arab Emirates",1968,"Asia",-4.60517018598809
"United Arab Emirates",1969,"Asia",-4.60517018598809
"United Arab Emirates",1970,"Asia",-4.60517018598809
"United Arab Emirates",1971,"Asia",-4.60517018598809
"United Arab Emirates",1972,"Asia",-4.60517018598809
"United Arab Emirates",1973,"Asia",-4.60517018598809
"United Arab Emirates",1974,"Asia",-4.60517018598809
"United Arab Emirates",1975,"Asia",-4.60517018598809
"United Arab Emirates",1976,"Asia",-4.60517018598809
"United Arab Emirates",1977,"Asia",-4.60517018598809
"United Arab Emirates",1978,"Asia",-4.60517018598809
"United Arab Emirates",1979,"Asia",-4.60517018598809
"United Arab Emirates",1980,"Asia",-4.60517018598809
"United Arab Emirates",1981,"Asia",-4.60517018598809
"United Arab Emirates",1982,"Asia",-4.60517018598809
"United Arab Emirates",1983,"Asia",-4.60517018598809
"United Arab Emirates",1984,"Asia",-4.60517018598809
"United Arab Emirates",1985,"Asia",-4.60517018598809
"United Arab Emirates",1986,"Asia",-4.60517018598809
"United Arab Emirates",1987,"Asia",-4.60517018598809
"United Arab Emirates",1988,"Asia",-4.60517018598809
"United Arab Emirates",1989,"Asia",-4.60517018598809
"United Arab Emirates",1990,"Asia",-4.60517018598809
"United Arab Emirates",1991,"Asia",-4.60517018598809
"United Arab Emirates",1992,"Asia",-4.60517018598809
"United Arab Emirates",1993,"Asia",-4.60517018598809
"United Arab Emirates",1994,"Asia",-4.60517018598809
"United Arab Emirates",1995,"Asia",-4.60517018598809
"United Arab Emirates",1996,"Asia",-4.60517018598809
"United Arab Emirates",1997,"Asia",-4.60517018598809
"United Arab Emirates",1998,"Asia",-4.60517018598809
"United Arab Emirates",1999,"Asia",-4.60517018598809
"United Arab Emirates",2000,"Asia",-4.60517018598809
"United Arab Emirates",2001,"Asia",-4.60517018598809
"United Arab Emirates",2002,"Asia",-4.60517018598809
"United Arab Emirates",2003,"Asia",-4.60517018598809
"United Arab Emirates",2004,"Asia",-4.60517018598809
"United Arab Emirates",2005,"Asia",-4.60517018598809
"United Arab Emirates",2006,"Asia",-4.60517018598809
"United Arab Emirates",2007,"Asia",-4.60517018598809
"United Arab Emirates",2008,"Asia",-4.60517018598809
"United Arab Emirates",2009,"Asia",-4.60517018598809
"United Arab Emirates",2010,"Asia",-4.60517018598809
"United Arab Emirates",2011,"Asia",-4.60517018598809
"United Arab Emirates",2012,"Asia",-4.60517018598809
"United Arab Emirates",2013,"Asia",-4.60517018598809
"United Arab Emirates",2014,"Asia",-4.60517018598809
"United Arab Emirates",2015,"Asia",-4.60517018598809
"United Arab Emirates",2016,"Asia",-4.60517018598809
"United Arab Emirates",2017,"Asia",-4.60517018598809
"United Arab Emirates",2018,"Asia",-4.60517018598809
"United Arab Emirates",2019,"Asia",-4.60517018598809
"Norway",1965,"Europe",4.92272897130753
"Norway",1966,"Europe",4.90830721299473
"Norway",1967,"Europe",4.9976716277044
"Norway",1968,"Europe",5.11946578242936
"Norway",1969,"Europe",5.0712536413832
"Norway",1970,"Europe",5.07884207892025
"Norway",1971,"Europe",5.16872677020435
"Norway",1972,"Europe",5.23260482318266
"Norway",1973,"Europe",5.31033486626535
"Norway",1974,"Europe",5.36025876808822
"Norway",1975,"Europe",5.36978184775634
"Norway",1976,"Europe",5.42759848955979
"Norway",1977,"Europe",5.29867230355045
"Norway",1978,"Europe",5.41251174846015
"Norway",1979,"Europe",5.50693188071353
"Norway",1980,"Europe",5.44789618274395
"Norway",1981,"Europe",5.55250211595756
"Norway",1982,"Europe",5.54888929702344
"Norway",1983,"Europe",5.68217742397047
"Norway",1984,"Europe",5.68420882114352
"Norway",1985,"Europe",5.650406310847
"Norway",1986,"Europe",5.58812842110826
"Norway",1987,"Europe",5.65906400985682
"Norway",1988,"Europe",5.71172088195772
"Norway",1989,"Europe",5.79575071275257
"Norway",1990,"Europe",5.81866946897831
"Norway",1991,"Europe",5.72338246704423
"Norway",1992,"Europe",5.78103976820155
"Norway",1993,"Europe",5.80276167294853
"Norway",1994,"Europe",5.73699156441324
"Norway",1995,"Europe",5.82184399005202
"Norway",1996,"Europe",5.66475054368244
"Norway",1997,"Europe",5.72011831527202
"Norway",1998,"Europe",5.77270823277999
"Norway",1999,"Europe",5.82120099944212
"Norway",2000,"Europe",5.97622145929528
"Norway",2001,"Europe",5.80651052842466
"Norway",2002,"Europe",5.87138512677744
"Norway",2003,"Europe",5.66079146285111
"Norway",2004,"Europe",5.68521448488135
"Norway",2005,"Europe",5.89988091509122
"Norway",2006,"Europe",5.76543558700273
"Norway",2007,"Europe",5.8722135595372
"Norway",2008,"Europe",5.90550352739088
"Norway",2009,"Europe",5.79509984531189
"Norway",2010,"Europe",5.71840832685152
"Norway",2011,"Europe",5.7421695070609
"Norway",2012,"Europe",5.90015211564843
"Norway",2013,"Europe",5.793364156691
"Norway",2014,"Europe",5.84264546236803
"Norway",2015,"Europe",5.85033867500341
"Norway",2016,"Europe",5.88098539801361
"Norway",2017,"Europe",5.87183042424632
"Norway",2018,"Europe",5.84486528343356
"Norway",2019,"Europe",5.73712698232278
"Sweden",1965,"Europe",4.85952554151503
"Sweden",1966,"Europe",4.83919828510424
"Sweden",1967,"Europe",4.9193675990956
"Sweden",1968,"Europe",4.90820381794431
"Sweden",1969,"Europe",4.75535587275198
"Sweden",1970,"Europe",4.74716441755942
"Sweden",1971,"Europe",4.97319645912136
"Sweden",1972,"Europe",5.00593091249167
"Sweden",1973,"Europe",5.11391965603769
"Sweden",1974,"Europe",5.06940722033949
"Sweden",1975,"Europe",5.07606716607711
"Sweden",1976,"Europe",5.02599013614756
"Sweden",1977,"Europe",5.0013052374999
"Sweden",1978,"Europe",5.07788887611806
"Sweden",1979,"Europe",5.13389662976066
"Sweden",1980,"Europe",5.09700868984134
"Sweden",1981,"Europe",5.11193357001929
"Sweden",1982,"Europe",5.03024836094333
"Sweden",1983,"Europe",5.17343984946574
"Sweden",1984,"Europe",5.2398298345276
"Sweden",1985,"Europe",5.28421337116176
"Sweden",1986,"Europe",5.13148325768842
"Sweden",1987,"Europe",5.29634041366382
"Sweden",1988,"Europe",5.26852803773728
"Sweden",1989,"Europe",5.29489150497985
"Sweden",1990,"Europe",5.3054121390239
"Sweden",1991,"Europe",5.16878937816754
"Sweden",1992,"Europe",5.33067322425404
"Sweden",1993,"Europe",5.33447088065185
"Sweden",1994,"Europe",5.10089029373846
"Sweden",1995,"Europe",5.24262493645216
"Sweden",1996,"Europe",4.9679504544458
"Sweden",1997,"Europe",5.25661998899183
"Sweden",1998,"Europe",5.33575764952188
"Sweden",1999,"Europe",5.29406835225862
"Sweden",2000,"Europe",5.38586568269337
"Sweden",2001,"Europe",5.38540290745412
"Sweden",2002,"Europe",5.2037868827018
"Sweden",2003,"Europe",4.98272952484255
"Sweden",2004,"Europe",5.10000056516885
"Sweden",2005,"Europe",5.27577519011154
"Sweden",2006,"Europe",5.10452628551078
"Sweden",2007,"Europe",5.1690966695106
"Sweden",2008,"Europe",5.20480307317389
"Sweden",2009,"Europe",5.14528855718871
"Sweden",2010,"Europe",5.15406586114997
"Sweden",2011,"Europe",5.15792822752618
"Sweden",2012,"Europe",5.31486961905555
"Sweden",2013,"Europe",5.05693983197203
"Sweden",2014,"Europe",5.08932940050807
"Sweden",2015,"Europe",5.24982015946249
"Sweden",2016,"Europe",5.04968291534692
"Sweden",2017,"Europe",5.09018557285426
"Sweden",2018,"Europe",5.03843202700572
"Sweden",2019,"Europe",5.09222142546304
"France",1965,"Europe",4.8693405108539
"France",1966,"Europe",4.97696819769241
"France",1967,"Europe",4.83675005132305
"France",1968,"Europe",4.94216371528409
"France",1969,"Europe",4.99091546337235
"France",1970,"Europe",5.0591651069169
"France",1971,"Europe",4.91061604400418
"France",1972,"Europe",4.91010015459943
"France",1973,"Europe",4.88658264542628
"France",1974,"Europe",5.05116924713655
"France",1975,"Europe",5.11785607838096
"France",1976,"Europe",4.90462271403879
"France",1977,"Europe",5.35667117672811
"France",1978,"Europe",5.24649235187494
"France",1979,"Europe",5.21769282297415
"France",1980,"Europe",5.26341531453877
"France",1981,"Europe",5.30107356474175
"France",1982,"Europe",5.27837482946494
"France",1983,"Europe",5.26220820748553
"France",1984,"Europe",5.20665701799882
"France",1985,"Europe",5.15613148881375
"France",1986,"Europe",5.16501451923362
"France",1987,"Europe",5.2856170579698
"France",1988,"Europe",5.36702686455518
"France",1989,"Europe",4.86851858142442
"France",1990,"Europe",5.00821904398031
"France",1991,"Europe",5.07527381023416
"France",1992,"Europe",5.25517497365119
"France",1993,"Europe",5.19447791570659
"France",1994,"Europe",5.38853277181934
"France",1995,"Europe",5.31378709095173
"France",1996,"Europe",5.21202936422349
"France",1997,"Europe",5.17689521734286
"France",1998,"Europe",5.15034506119726
"France",1999,"Europe",5.30548164173205
"France",2000,"Europe",5.21684697354997
"France",2001,"Europe",5.32286850571688
"France",2002,"Europe",5.10966581755921
"France",2003,"Europe",5.07886698707144
"France",2004,"Europe",5.08280710738922
"France",2005,"Europe",4.93076201651307
"France",2006,"Europe",5.01400295050389
"France",2007,"Europe",5.0305751668758
"France",2008,"Europe",5.12420799724753
"France",2009,"Europe",5.0075037291946
"France",2010,"Europe",5.09698422949768
"France",2011,"Europe",4.75431406697603
"France",2012,"Europe",5.01807422319325
"France",2013,"Europe",5.19882846804729
"France",2014,"Europe",5.07459239624256
"France",2015,"Europe",4.92536785011655
"France",2016,"Europe",5.01731957112484
"France",2017,"Europe",4.81270454525345
"France",2018,"Europe",5.06827507354267
"France",2019,"Europe",4.97614736363758
"Italy",1965,"Europe",4.77438961690372
"Italy",1966,"Europe",4.79954382380619
"Italy",1967,"Europe",4.76746759095112
"Italy",1968,"Europe",4.77539385758391
"Italy",1969,"Europe",4.73935136745411
"Italy",1970,"Europe",4.71989967542499
"Italy",1971,"Europe",4.68733064963263
"Italy",1972,"Europe",4.74376623157835
"Italy",1973,"Europe",4.64670552601693
"Italy",1974,"Europe",4.65392225419379
"Italy",1975,"Europe",4.73582118425687
"Italy",1976,"Europe",4.68980540882479
"Italy",1977,"Europe",4.95627062118422
"Italy",1978,"Europe",4.83924576435186
"Italy",1979,"Europe",4.84922163591398
"Italy",1980,"Europe",4.8338026456453
"Italy",1981,"Europe",4.78372632916839
"Italy",1982,"Europe",4.74649612207853
"Italy",1983,"Europe",4.74610535290958
"Italy",1984,"Europe",4.76891186761969
"Italy",1985,"Europe",4.73755717403142
"Italy",1986,"Europe",4.73765352960106
"Italy",1987,"Europe",4.69816860482184
"Italy",1988,"Europe",4.72737896911566
"Italy",1989,"Europe",4.54979488733529
"Italy",1990,"Europe",4.47574463854763
"Italy",1991,"Europe",4.76508422570445
"Italy",1992,"Europe",4.76415487741761
"Italy",1993,"Europe",4.74562753868335
"Italy",1994,"Europe",4.82076531954497
"Italy",1995,"Europe",4.65357932519578
"Italy",1996,"Europe",4.76029182285539
"Italy",1997,"Europe",4.74991101744663
"Italy",1998,"Europe",4.74066215542525
"Italy",1999,"Europe",4.83647236500367
"Italy",2000,"Europe",4.81045929106844
"Italy",2001,"Europe",4.86133063111692
"Italy",2002,"Europe",4.6855420702463
"Italy",2003,"Europe",4.60428979856078
"Italy",2004,"Europe",4.74161358460464
"Italy",2005,"Europe",4.57497898382386
"Italy",2006,"Europe",4.59403845755954
"Italy",2007,"Europe",4.46791759256172
"Italy",2008,"Europe",4.6994252639136
"Italy",2009,"Europe",4.85920757032365
"Italy",2010,"Europe",4.89253470802608
"Italy",2011,"Europe",4.77709622951656
"Italy",2012,"Europe",4.68092679838734
"Italy",2013,"Europe",4.90619287537695
"Italy",2014,"Europe",5.00395972867417
"Italy",2015,"Europe",4.71479559404927
"Italy",2016,"Europe",4.6262269285137
"Italy",2017,"Europe",4.45367265012633
"Italy",2018,"Europe",4.76214829344338
"Italy",2019,"Europe",4.71658632926627
"Austria",1965,"Europe",3.79963787483336
"Austria",1966,"Europe",3.87436267424547
"Austria",1967,"Europe",3.89530401882127
"Austria",1968,"Europe",3.92244847091173
"Austria",1969,"Europe",3.83835493650281
"Austria",1970,"Europe",4.08004277751124
"Austria",1971,"Europe",3.84445055323932
"Austria",1972,"Europe",3.87184663578063
"Austria",1973,"Europe",3.97723005305208
"Austria",1974,"Europe",4.14470492156105
"Austria",1975,"Europe",4.19128976827858
"Austria",1976,"Europe",4.04545189279918
"Austria",1977,"Europe",4.23749207144059
"Austria",1978,"Europe",4.23830059563929
"Austria",1979,"Europe",4.35743932903854
"Austria",1980,"Europe",4.3928552925562
"Austria",1981,"Europe",4.45081781915671
"Austria",1982,"Europe",4.45240354793299
"Austria",1983,"Europe",4.44298061401088
"Austria",1984,"Europe",4.31203326285335
"Austria",1985,"Europe",4.44848128760783
"Austria",1986,"Europe",4.45264817915265
"Austria",1987,"Europe",4.58812575137883
"Austria",1988,"Europe",4.58575288444441
"Austria",1989,"Europe",4.57945229798246
"Austria",1990,"Europe",4.4720387133849
"Austria",1991,"Europe",4.46995738058103
"Austria",1992,"Europe",4.57276062419005
"Austria",1993,"Europe",4.62467865237613
"Austria",1994,"Europe",4.59711785279726
"Austria",1995,"Europe",4.63448624032214
"Austria",1996,"Europe",4.55445567144359
"Austria",1997,"Europe",4.60819560478978
"Austria",1998,"Europe",4.63707574699908
"Austria",1999,"Europe",4.72794518547852
"Austria",2000,"Europe",4.75548494664696
"Austria",2001,"Europe",4.71543167224562
"Austria",2002,"Europe",4.70329458398129
"Austria",2003,"Europe",4.50534985070588
"Austria",2004,"Europe",4.6004189165626
"Austria",2005,"Europe",4.6030779988902
"Austria",2006,"Europe",4.55720817880198
"Austria",2007,"Europe",4.58940659080861
"Austria",2008,"Europe",4.61699993774167
"Austria",2009,"Europe",4.67562864963665
"Austria",2010,"Europe",4.60554011755497
"Austria",2011,"Europe",4.4856994770119
"Austria",2012,"Europe",4.72596202398889
"Austria",2013,"Europe",4.67896882458884
"Austria",2014,"Europe",4.64801892527293
"Austria",2015,"Europe",4.5406529979563
"Austria",2016,"Europe",4.60727796306445
"Austria",2017,"Europe",4.56167796291196
"Austria",2018,"Europe",4.5385494986462
"Austria",2019,"Europe",4.61384247276797
"Switzerland",1965,"Europe",4.20390126157383
"Switzerland",1966,"Europe",4.33665001273426
"Switzerland",1967,"Europe",4.41796070272135
"Switzerland",1968,"Europe",4.40668266122914
"Switzerland",1969,"Europe",4.36270364233446
"Switzerland",1970,"Europe",4.39500455596414
"Switzerland",1971,"Europe",4.39057747184095
"Switzerland",1972,"Europe",4.20956134490329
"Switzerland",1973,"Europe",4.30219848731397
"Switzerland",1974,"Europe",4.34862495803985
"Switzerland",1975,"Europe",4.49484179529251
"Switzerland",1976,"Europe",4.27407944311929
"Switzerland",1977,"Europe",4.57394780075938
"Switzerland",1978,"Europe",4.47367101272057
"Switzerland",1979,"Europe",4.4123982133193
"Switzerland",1980,"Europe",4.53174966979006
"Switzerland",1981,"Europe",4.58067255438769
"Switzerland",1982,"Europe",4.60447994782853
"Switzerland",1983,"Europe",4.57889807664923
"Switzerland",1984,"Europe",4.41943079504762
"Switzerland",1985,"Europe",4.48913062958808
"Switzerland",1986,"Europe",4.51539863959686
"Switzerland",1987,"Europe",4.56776941573361
"Switzerland",1988,"Europe",4.59956450346726
"Switzerland",1989,"Europe",4.41543723251812
"Switzerland",1990,"Europe",4.41621064645395
"Switzerland",1991,"Europe",4.49000621757887
"Switzerland",1992,"Europe",4.50925382249155
"Switzerland",1993,"Europe",4.59917223418446
"Switzerland",1994,"Europe",4.68716483354072
"Switzerland",1995,"Europe",4.58199367353688
"Switzerland",1996,"Europe",4.38035023029294
"Switzerland",1997,"Europe",4.54948832856081
"Switzerland",1998,"Europe",4.53256723456844
"Switzerland",1999,"Europe",4.71082665784656
"Switzerland",2000,"Europe",4.62826151721149
"Switzerland",2001,"Europe",4.73664571677613
"Switzerland",2002,"Europe",4.56901437123163
"Switzerland",2003,"Europe",4.55100962702866
"Switzerland",2004,"Europe",4.51498286192251
"Switzerland",2005,"Europe",4.43099535432991
"Switzerland",2006,"Europe",4.4160656768973
"Switzerland",2007,"Europe",4.53958578477525
"Switzerland",2008,"Europe",4.55540204375397
"Switzerland",2009,"Europe",4.54051432463309
"Switzerland",2010,"Europe",4.54375212448162
"Switzerland",2011,"Europe",4.43029285208337
"Switzerland",2012,"Europe",4.59960472751521
"Switzerland",2013,"Europe",4.58994486681501
"Switzerland",2014,"Europe",4.57284325601367
"Switzerland",2015,"Europe",4.57267798553783
"Switzerland",2016,"Europe",4.46696503119007
"Switzerland",2017,"Europe",4.44556465547787
"Switzerland",2018,"Europe",4.4546612004688
"Switzerland",2019,"Europe",4.45368428581298
"Spain",1965,"Europe",4.00179058061149
"Spain",1966,"Europe",4.32713476792141
"Spain",1967,"Europe",4.1422772159774
"Spain",1968,"Europe",4.21588349860739
"Spain",1969,"Europe",4.44286299877722
"Spain",1970,"Europe",4.34581638552317
"Spain",1971,"Europe",4.48173621382286
"Spain",1972,"Europe",4.59041181501255
"Spain",1973,"Europe",4.38603110606512
"Spain",1974,"Europe",4.4417214125547
"Spain",1975,"Europe",4.28238584128411
"Spain",1976,"Europe",4.06309466421714
"Spain",1977,"Europe",4.70128004596298
"Spain",1978,"Europe",4.71687254955051
"Spain",1979,"Europe",4.8589670859404
"Spain",1980,"Europe",4.40785275094762
"Spain",1981,"Europe",4.11021791137839
"Spain",1982,"Europe",4.29253946817235
"Spain",1983,"Europe",4.31936634854808
"Spain",1984,"Europe",4.47125014642156
"Spain",1985,"Europe",4.46496514545944
"Spain",1986,"Europe",4.29871295820998
"Spain",1987,"Europe",4.33170655077387
"Spain",1988,"Europe",4.58410996825644
"Spain",1989,"Europe",3.98447389108639
"Spain",1990,"Europe",4.25710096352122
"Spain",1991,"Europe",4.328005940099
"Spain",1992,"Europe",3.96206952291228
"Spain",1993,"Europe",4.21544062226599
"Spain",1994,"Europe",4.36039433454677
"Spain",1995,"Europe",4.16215896180596
"Spain",1996,"Europe",4.70565784855791
"Spain",1997,"Europe",4.57074435897307
"Spain",1998,"Europe",4.5482611528149
"Spain",1999,"Europe",4.15132333029709
"Spain",2000,"Europe",4.40853467155465
"Spain",2001,"Europe",4.72945647402893
"Spain",2002,"Europe",4.14083048636679
"Spain",2003,"Europe",4.71721232976963
"Spain",2004,"Europe",4.45151771536735
"Spain",2005,"Europe",3.87292868428706
"Spain",2006,"Europe",4.23718870625158
"Spain",2007,"Europe",4.28148780929527
"Spain",2008,"Europe",4.12921286866199
"Spain",2009,"Europe",4.23620574891662
"Spain",2010,"Europe",4.69694685757152
"Spain",2011,"Europe",4.3732129076418
"Spain",2012,"Europe",3.96895139281404
"Spain",2013,"Europe",4.5451547535781
"Spain",2014,"Europe",4.60208543302617
"Spain",2015,"Europe",4.26546472813576
"Spain",2016,"Europe",4.51647011122337
"Spain",2017,"Europe",3.83241686911013
"Spain",2018,"Europe",4.45997098849589
"Spain",2019,"Europe",4.13515055661435
"Germany",1965,"Europe",3.80763978983478
"Germany",1966,"Europe",3.88600751822486
"Germany",1967,"Europe",3.83440735007888
"Germany",1968,"Europe",3.84912580325603
"Germany",1969,"Europe",3.64029301919029
"Germany",1970,"Europe",3.8859869908773
"Germany",1971,"Europe",3.62129630279014
"Germany",1972,"Europe",3.60258600117334
"Germany",1973,"Europe",3.74511800056113
"Germany",1974,"Europe",3.89192233372114
"Germany",1975,"Europe",3.85853783695449
"Germany",1976,"Europe",3.64995669656747
"Germany",1977,"Europe",3.88873390745019
"Germany",1978,"Europe",3.93213930901297
"Germany",1979,"Europe",3.93331471956243
"Germany",1980,"Europe",3.96991448384392
"Germany",1981,"Europe",4.01329718336878
"Germany",1982,"Europe",4.00438338429895
"Germany",1983,"Europe",3.95101292271934
"Germany",1984,"Europe",3.93848965324317
"Germany",1985,"Europe",3.87836280393551
"Germany",1986,"Europe",3.94350229245476
"Germany",1987,"Europe",4.03455917148606
"Germany",1988,"Europe",4.02152294185024
"Germany",1989,"Europe",3.925669467462
"Germany",1990,"Europe",3.87459109141928
"Germany",1991,"Europe",3.78505289756259
"Germany",1992,"Europe",3.94688809275423
"Germany",1993,"Europe",3.9641789276453
"Germany",1994,"Europe",4.02726058192823
"Germany",1995,"Europe",4.09247615116207
"Germany",1996,"Europe",3.95665214357135
"Germany",1997,"Europe",3.96374220910346
"Germany",1998,"Europe",3.9663786061657
"Germany",1999,"Europe",4.05128047275107
"Germany",2000,"Europe",4.23532315548167
"Germany",2001,"Europe",4.16120850247561
"Germany",2002,"Europe",4.17267811781931
"Germany",2003,"Europe",3.8772452078922
"Germany",2004,"Europe",3.99654796049783
"Germany",2005,"Europe",3.96719277656162
"Germany",2006,"Europe",3.97953211001055
