"country","year","continent","nuclear_consumption"
"Azerbaijan",2011,"Europe",-4.60517018598809
"Azerbaijan",2012,"Europe",-4.60517018598809
"Azerbaijan",2013,"Europe",-4.60517018598809
"Azerbaijan",2014,"Europe",-4.60517018598809
"Azerbaijan",2015,"Europe",-4.60517018598809
"Azerbaijan",2016,"Europe",-4.60517018598809
"Azerbaijan",2017,"Europe",-4.60517018598809
"Azerbaijan",2018,"Europe",-4.60517018598809
"Azerbaijan",2019,"Europe",-4.60517018598809
"Belarus",1985,"Europe",-4.60517018598809
"Belarus",1986,"Europe",-4.60517018598809
"Belarus",1987,"Europe",-4.60517018598809
"Belarus",1988,"Europe",-4.60517018598809
"Belarus",1989,"Europe",-4.60517018598809
"Belarus",1990,"Europe",-4.60517018598809
"Belarus",1991,"Europe",-4.60517018598809
"Belarus",1992,"Europe",-4.60517018598809
"Belarus",1993,"Europe",-4.60517018598809
"Belarus",1994,"Europe",-4.60517018598809
"Belarus",1995,"Europe",-4.60517018598809
"Belarus",1996,"Europe",-4.60517018598809
"Belarus",1997,"Europe",-4.60517018598809
"Belarus",1998,"Europe",-4.60517018598809
"Belarus",1999,"Europe",-4.60517018598809
"Belarus",2000,"Europe",-4.60517018598809
"Belarus",2001,"Europe",-4.60517018598809
"Belarus",2002,"Europe",-4.60517018598809
"Belarus",2003,"Europe",-4.60517018598809
"Belarus",2004,"Europe",-4.60517018598809
"Belarus",2005,"Europe",-4.60517018598809
"Belarus",2006,"Europe",-4.60517018598809
"Belarus",2007,"Europe",-4.60517018598809
"Belarus",2008,"Europe",-4.60517018598809
"Belarus",2009,"Europe",-4.60517018598809
"Belarus",2010,"Europe",-4.60517018598809
"Belarus",2011,"Europe",-4.60517018598809
"Belarus",2012,"Europe",-4.60517018598809
"Belarus",2013,"Europe",-4.60517018598809
"Belarus",2014,"Europe",-4.60517018598809
"Belarus",2015,"Europe",-4.60517018598809
"Belarus",2016,"Europe",-4.60517018598809
"Belarus",2017,"Europe",-4.60517018598809
"Belarus",2018,"Europe",-4.60517018598809
"Belarus",2019,"Europe",-4.60517018598809
"Croatia",1990,"Europe",-4.60517018598809
"Croatia",1991,"Europe",-4.60517018598809
"Croatia",1992,"Europe",-4.60517018598809
"Croatia",1993,"Europe",-4.60517018598809
"Croatia",1994,"Europe",-4.60517018598809
"Croatia",1995,"Europe",-4.60517018598809
"Croatia",1996,"Europe",-4.60517018598809
"Croatia",1997,"Europe",-4.60517018598809
"Croatia",1998,"Europe",-4.60517018598809
"Croatia",1999,"Europe",-4.60517018598809
"Croatia",2000,"Europe",-4.60517018598809
"Croatia",2001,"Europe",-4.60517018598809
"Croatia",2002,"Europe",-4.60517018598809
"Croatia",2003,"Europe",-4.60517018598809
"Croatia",2004,"Europe",-4.60517018598809
"Croatia",2005,"Europe",-4.60517018598809
"Croatia",2006,"Europe",-4.60517018598809
"Croatia",2007,"Europe",-4.60517018598809
"Croatia",2008,"Europe",-4.60517018598809
"Croatia",2009,"Europe",-4.60517018598809
"Croatia",2010,"Europe",-4.60517018598809
"Croatia",2011,"Europe",-4.60517018598809
"Croatia",2012,"Europe",-4.60517018598809
"Croatia",2013,"Europe",-4.60517018598809
"Croatia",2014,"Europe",-4.60517018598809
"Croatia",2015,"Europe",-4.60517018598809
"Croatia",2016,"Europe",-4.60517018598809
"Croatia",2017,"Europe",-4.60517018598809
"Croatia",2018,"Europe",-4.60517018598809
"Croatia",2019,"Europe",-4.60517018598809
"Cyprus",1965,"Europe",-4.60517018598809
"Cyprus",1966,"Europe",-4.60517018598809
"Cyprus",1967,"Europe",-4.60517018598809
"Cyprus",1968,"Europe",-4.60517018598809
"Cyprus",1969,"Europe",-4.60517018598809
"Cyprus",1970,"Europe",-4.60517018598809
"Cyprus",1971,"Europe",-4.60517018598809
"Cyprus",1972,"Europe",-4.60517018598809
"Cyprus",1973,"Europe",-4.60517018598809
"Cyprus",1974,"Europe",-4.60517018598809
"Cyprus",1975,"Europe",-4.60517018598809
"Cyprus",1976,"Europe",-4.60517018598809
"Cyprus",1977,"Europe",-4.60517018598809
"Cyprus",1978,"Europe",-4.60517018598809
"Cyprus",1979,"Europe",-4.60517018598809
"Cyprus",1980,"Europe",-4.60517018598809
"Cyprus",1981,"Europe",-4.60517018598809
"Cyprus",1982,"Europe",-4.60517018598809
"Cyprus",1983,"Europe",-4.60517018598809
"Cyprus",1984,"Europe",-4.60517018598809
"Cyprus",1985,"Europe",-4.60517018598809
"Cyprus",1986,"Europe",-4.60517018598809
"Cyprus",1987,"Europe",-4.60517018598809
"Cyprus",1988,"Europe",-4.60517018598809
"Cyprus",1989,"Europe",-4.60517018598809
"Cyprus",1990,"Europe",-4.60517018598809
"Cyprus",1991,"Europe",-4.60517018598809
"Cyprus",1992,"Europe",-4.60517018598809
"Cyprus",1993,"Europe",-4.60517018598809
"Cyprus",1994,"Europe",-4.60517018598809
"Cyprus",1995,"Europe",-4.60517018598809
"Cyprus",1996,"Europe",-4.60517018598809
"Cyprus",1997,"Europe",-4.60517018598809
"Cyprus",1998,"Europe",-4.60517018598809
"Cyprus",1999,"Europe",-4.60517018598809
"Cyprus",2000,"Europe",-4.60517018598809
"Cyprus",2001,"Europe",-4.60517018598809
"Cyprus",2002,"Europe",-4.60517018598809
"Cyprus",2003,"Europe",-4.60517018598809
"Cyprus",2004,"Europe",-4.60517018598809
"Cyprus",2005,"Europe",-4.60517018598809
"Cyprus",2006,"Europe",-4.60517018598809
"Cyprus",2007,"Europe",-4.60517018598809
"Cyprus",2008,"Europe",-4.60517018598809
"Cyprus",2009,"Europe",-4.60517018598809
"Cyprus",2010,"Europe",-4.60517018598809
"Cyprus",2011,"Europe",-4.60517018598809
"Cyprus",2012,"Europe",-4.60517018598809
"Cyprus",2013,"Europe",-4.60517018598809
"Cyprus",2014,"Europe",-4.60517018598809
"Cyprus",2015,"Europe",-4.60517018598809
"Cyprus",2016,"Europe",-4.60517018598809
"Cyprus",2017,"Europe",-4.60517018598809
"Cyprus",2018,"Europe",-4.60517018598809
"Cyprus",2019,"Europe",-4.60517018598809
"Denmark",1965,"Europe",-4.60517018598809
"Denmark",1966,"Europe",-4.60517018598809
"Denmark",1967,"Europe",-4.60517018598809
"Denmark",1968,"Europe",-4.60517018598809
"Denmark",1969,"Europe",-4.60517018598809
"Denmark",1970,"Europe",-4.60517018598809
"Denmark",1971,"Europe",-4.60517018598809
"Denmark",1972,"Europe",-4.60517018598809
"Denmark",1973,"Europe",-4.60517018598809
"Denmark",1974,"Europe",-4.60517018598809
"Denmark",1975,"Europe",-4.60517018598809
"Denmark",1976,"Europe",-4.60517018598809
"Denmark",1977,"Europe",-4.60517018598809
"Denmark",1978,"Europe",-4.60517018598809
"Denmark",1979,"Europe",-4.60517018598809
"Denmark",1980,"Europe",-4.60517018598809
"Denmark",1981,"Europe",-4.60517018598809
"Denmark",1982,"Europe",-4.60517018598809
"Denmark",1983,"Europe",-4.60517018598809
"Denmark",1984,"Europe",-4.60517018598809
"Denmark",1985,"Europe",-4.60517018598809
"Denmark",1986,"Europe",-4.60517018598809
"Denmark",1987,"Europe",-4.60517018598809
"Denmark",1988,"Europe",-4.60517018598809
"Denmark",1989,"Europe",-4.60517018598809
"Denmark",1990,"Europe",-4.60517018598809
"Denmark",1991,"Europe",-4.60517018598809
"Denmark",1992,"Europe",-4.60517018598809
"Denmark",1993,"Europe",-4.60517018598809
"Denmark",1994,"Europe",-4.60517018598809
"Denmark",1995,"Europe",-4.60517018598809
"Denmark",1996,"Europe",-4.60517018598809
"Denmark",1997,"Europe",-4.60517018598809
"Denmark",1998,"Europe",-4.60517018598809
"Denmark",1999,"Europe",-4.60517018598809
"Denmark",2000,"Europe",-4.60517018598809
"Denmark",2001,"Europe",-4.60517018598809
"Denmark",2002,"Europe",-4.60517018598809
"Denmark",2003,"Europe",-4.60517018598809
"Denmark",2004,"Europe",-4.60517018598809
"Denmark",2005,"Europe",-4.60517018598809
"Denmark",2006,"Europe",-4.60517018598809
"Denmark",2007,"Europe",-4.60517018598809
"Denmark",2008,"Europe",-4.60517018598809
"Denmark",2009,"Europe",-4.60517018598809
"Denmark",2010,"Europe",-4.60517018598809
"Denmark",2011,"Europe",-4.60517018598809
"Denmark",2012,"Europe",-4.60517018598809
"Denmark",2013,"Europe",-4.60517018598809
"Denmark",2014,"Europe",-4.60517018598809
"Denmark",2015,"Europe",-4.60517018598809
"Denmark",2016,"Europe",-4.60517018598809
"Denmark",2017,"Europe",-4.60517018598809
"Denmark",2018,"Europe",-4.60517018598809
"Denmark",2019,"Europe",-4.60517018598809
"Estonia",1985,"Europe",-4.60517018598809
"Estonia",1986,"Europe",-4.60517018598809
"Estonia",1987,"Europe",-4.60517018598809
"Estonia",1988,"Europe",-4.60517018598809
"Estonia",1989,"Europe",-4.60517018598809
"Estonia",1990,"Europe",-4.60517018598809
"Estonia",1991,"Europe",-4.60517018598809
"Estonia",1992,"Europe",-4.60517018598809
"Estonia",1993,"Europe",-4.60517018598809
"Estonia",1994,"Europe",-4.60517018598809
"Estonia",1995,"Europe",-4.60517018598809
"Estonia",1996,"Europe",-4.60517018598809
"Estonia",1997,"Europe",-4.60517018598809
"Estonia",1998,"Europe",-4.60517018598809
"Estonia",1999,"Europe",-4.60517018598809
"Estonia",2000,"Europe",-4.60517018598809
"Estonia",2001,"Europe",-4.60517018598809
"Estonia",2002,"Europe",-4.60517018598809
"Estonia",2003,"Europe",-4.60517018598809
"Estonia",2004,"Europe",-4.60517018598809
"Estonia",2005,"Europe",-4.60517018598809
"Estonia",2006,"Europe",-4.60517018598809
"Estonia",2007,"Europe",-4.60517018598809
"Estonia",2008,"Europe",-4.60517018598809
"Estonia",2009,"Europe",-4.60517018598809
"Estonia",2010,"Europe",-4.60517018598809
"Estonia",2011,"Europe",-4.60517018598809
"Estonia",2012,"Europe",-4.60517018598809
"Estonia",2013,"Europe",-4.60517018598809
"Estonia",2014,"Europe",-4.60517018598809
"Estonia",2015,"Europe",-4.60517018598809
"Estonia",2016,"Europe",-4.60517018598809
"Estonia",2017,"Europe",-4.60517018598809
"Estonia",2018,"Europe",-4.60517018598809
"Estonia",2019,"Europe",-4.60517018598809
"Greece",1965,"Europe",-4.60517018598809
"Greece",1966,"Europe",-4.60517018598809
"Greece",1967,"Europe",-4.60517018598809
"Greece",1968,"Europe",-4.60517018598809
"Greece",1969,"Europe",-4.60517018598809
"Greece",1970,"Europe",-4.60517018598809
"Greece",1971,"Europe",-4.60517018598809
"Greece",1972,"Europe",-4.60517018598809
"Greece",1973,"Europe",-4.60517018598809
"Greece",1974,"Europe",-4.60517018598809
"Greece",1975,"Europe",-4.60517018598809
"Greece",1976,"Europe",-4.60517018598809
"Greece",1977,"Europe",-4.60517018598809
"Greece",1978,"Europe",-4.60517018598809
"Greece",1979,"Europe",-4.60517018598809
"Greece",1980,"Europe",-4.60517018598809
"Greece",1981,"Europe",-4.60517018598809
"Greece",1982,"Europe",-4.60517018598809
"Greece",1983,"Europe",-4.60517018598809
"Greece",1984,"Europe",-4.60517018598809
"Greece",1985,"Europe",-4.60517018598809
"Greece",1986,"Europe",-4.60517018598809
"Greece",1987,"Europe",-4.60517018598809
"Greece",1988,"Europe",-4.60517018598809
"Greece",1989,"Europe",-4.60517018598809
"Greece",1990,"Europe",-4.60517018598809
"Greece",1991,"Europe",-4.60517018598809
"Greece",1992,"Europe",-4.60517018598809
"Greece",1993,"Europe",-4.60517018598809
"Greece",1994,"Europe",-4.60517018598809
"Greece",1995,"Europe",-4.60517018598809
"Greece",1996,"Europe",-4.60517018598809
"Greece",1997,"Europe",-4.60517018598809
"Greece",1998,"Europe",-4.60517018598809
"Greece",1999,"Europe",-4.60517018598809
"Greece",2000,"Europe",-4.60517018598809
"Greece",2001,"Europe",-4.60517018598809
"Greece",2002,"Europe",-4.60517018598809
"Greece",2003,"Europe",-4.60517018598809
"Greece",2004,"Europe",-4.60517018598809
"Greece",2005,"Europe",-4.60517018598809
"Greece",2006,"Europe",-4.60517018598809
"Greece",2007,"Europe",-4.60517018598809
"Greece",2008,"Europe",-4.60517018598809
"Greece",2009,"Europe",-4.60517018598809
"Greece",2010,"Europe",-4.60517018598809
"Greece",2011,"Europe",-4.60517018598809
"Greece",2012,"Europe",-4.60517018598809
"Greece",2013,"Europe",-4.60517018598809
"Greece",2014,"Europe",-4.60517018598809
"Greece",2015,"Europe",-4.60517018598809
"Greece",2016,"Europe",-4.60517018598809
"Greece",2017,"Europe",-4.60517018598809
"Greece",2018,"Europe",-4.60517018598809
"Greece",2019,"Europe",-4.60517018598809
"Iceland",1965,"Europe",-4.60517018598809
"Iceland",1966,"Europe",-4.60517018598809
"Iceland",1967,"Europe",-4.60517018598809
"Iceland",1968,"Europe",-4.60517018598809
"Iceland",1969,"Europe",-4.60517018598809
"Iceland",1970,"Europe",-4.60517018598809
"Iceland",1971,"Europe",-4.60517018598809
"Iceland",1972,"Europe",-4.60517018598809
"Iceland",1973,"Europe",-4.60517018598809
"Iceland",1974,"Europe",-4.60517018598809
"Iceland",1975,"Europe",-4.60517018598809
"Iceland",1976,"Europe",-4.60517018598809
"Iceland",1977,"Europe",-4.60517018598809
"Iceland",1978,"Europe",-4.60517018598809
"Iceland",1979,"Europe",-4.60517018598809
"Iceland",1980,"Europe",-4.60517018598809
"Iceland",1981,"Europe",-4.60517018598809
"Iceland",1982,"Europe",-4.60517018598809
"Iceland",1983,"Europe",-4.60517018598809
"Iceland",1984,"Europe",-4.60517018598809
"Iceland",1985,"Europe",-4.60517018598809
"Iceland",1986,"Europe",-4.60517018598809
"Iceland",1987,"Europe",-4.60517018598809
"Iceland",1988,"Europe",-4.60517018598809
"Iceland",1989,"Europe",-4.60517018598809
"Iceland",1990,"Europe",-4.60517018598809
"Iceland",1991,"Europe",-4.60517018598809
"Iceland",1992,"Europe",-4.60517018598809
"Iceland",1993,"Europe",-4.60517018598809
"Iceland",1994,"Europe",-4.60517018598809
"Iceland",1995,"Europe",-4.60517018598809
"Iceland",1996,"Europe",-4.60517018598809
"Iceland",1997,"Europe",-4.60517018598809
"Iceland",1998,"Europe",-4.60517018598809
"Iceland",1999,"Europe",-4.60517018598809
"Iceland",2000,"Europe",-4.60517018598809
"Iceland",2001,"Europe",-4.60517018598809
"Iceland",2002,"Europe",-4.60517018598809
"Iceland",2003,"Europe",-4.60517018598809
"Iceland",2004,"Europe",-4.60517018598809
"Iceland",2005,"Europe",-4.60517018598809
"Iceland",2006,"Europe",-4.60517018598809
"Iceland",2007,"Europe",-4.60517018598809
"Iceland",2008,"Europe",-4.60517018598809
"Iceland",2009,"Europe",-4.60517018598809
"Iceland",2010,"Europe",-4.60517018598809
"Iceland",2011,"Europe",-4.60517018598809
"Iceland",2012,"Europe",-4.60517018598809
"Iceland",2013,"Europe",-4.60517018598809
"Iceland",2014,"Europe",-4.60517018598809
"Iceland",2015,"Europe",-4.60517018598809
"Iceland",2016,"Europe",-4.60517018598809
"Iceland",2017,"Europe",-4.60517018598809
"Iceland",2018,"Europe",-4.60517018598809
"Iceland",2019,"Europe",-4.60517018598809
"Ireland",1965,"Europe",-4.60517018598809
"Ireland",1966,"Europe",-4.60517018598809
"Ireland",1967,"Europe",-4.60517018598809
"Ireland",1968,"Europe",-4.60517018598809
"Ireland",1969,"Europe",-4.60517018598809
"Ireland",1970,"Europe",-4.60517018598809
"Ireland",1971,"Europe",-4.60517018598809
"Ireland",1972,"Europe",-4.60517018598809
"Ireland",1973,"Europe",-4.60517018598809
"Ireland",1974,"Europe",-4.60517018598809
"Ireland",1975,"Europe",-4.60517018598809
"Ireland",1976,"Europe",-4.60517018598809
"Ireland",1977,"Europe",-4.60517018598809
"Ireland",1978,"Europe",-4.60517018598809
"Ireland",1979,"Europe",-4.60517018598809
"Ireland",1980,"Europe",-4.60517018598809
"Ireland",1981,"Europe",-4.60517018598809
"Ireland",1982,"Europe",-4.60517018598809
"Ireland",1983,"Europe",-4.60517018598809
"Ireland",1984,"Europe",-4.60517018598809
"Ireland",1985,"Europe",-4.60517018598809
"Ireland",1986,"Europe",-4.60517018598809
"Ireland",1987,"Europe",-4.60517018598809
"Ireland",1988,"Europe",-4.60517018598809
"Ireland",1989,"Europe",-4.60517018598809
"Ireland",1990,"Europe",-4.60517018598809
"Ireland",1991,"Europe",-4.60517018598809
"Ireland",1992,"Europe",-4.60517018598809
"Ireland",1993,"Europe",-4.60517018598809
"Ireland",1994,"Europe",-4.60517018598809
"Ireland",1995,"Europe",-4.60517018598809
"Ireland",1996,"Europe",-4.60517018598809
"Ireland",1997,"Europe",-4.60517018598809
"Ireland",1998,"Europe",-4.60517018598809
"Ireland",1999,"Europe",-4.60517018598809
"Ireland",2000,"Europe",-4.60517018598809
"Ireland",2001,"Europe",-4.60517018598809
"Ireland",2002,"Europe",-4.60517018598809
"Ireland",2003,"Europe",-4.60517018598809
"Ireland",2004,"Europe",-4.60517018598809
"Ireland",2005,"Europe",-4.60517018598809
"Ireland",2006,"Europe",-4.60517018598809
"Ireland",2007,"Europe",-4.60517018598809
"Ireland",2008,"Europe",-4.60517018598809
"Ireland",2009,"Europe",-4.60517018598809
"Ireland",2010,"Europe",-4.60517018598809
"Ireland",2011,"Europe",-4.60517018598809
"Ireland",2012,"Europe",-4.60517018598809
"Ireland",2013,"Europe",-4.60517018598809
"Ireland",2014,"Europe",-4.60517018598809
"Ireland",2015,"Europe",-4.60517018598809
"Ireland",2016,"Europe",-4.60517018598809
"Ireland",2017,"Europe",-4.60517018598809
"Ireland",2018,"Europe",-4.60517018598809
"Ireland",2019,"Europe",-4.60517018598809
"Italy",1965,"Europe",2.278292400425
"Italy",1966,"Europe",2.37406819461591
"Italy",1967,"Europe",2.17088060199662
"Italy",1968,"Europe",1.96934761888276
"Italy",1969,"Europe",1.54201523611667
"Italy",1970,"Europe",2.17838148953474
"Italy",1971,"Europe",2.23612472629378
"Italy",1972,"Europe",2.31075165566044
"Italy",1973,"Europe",2.16768133052924
"Italy",1974,"Europe",2.24939526447993
"Italy",1975,"Europe",2.35764129874212
"Italy",1976,"Europe",2.35943790458683
"Italy",1977,"Europe",2.24209171256508
"Italy",1978,"Europe",2.51041194019636
"Italy",1979,"Europe",1.98924327376169
"Italy",1980,"Europe",1.81531322218179
"Italy",1981,"Europe",2.01876223086799
"Italy",1982,"Europe",2.93969088267037
"Italy",1983,"Europe",2.77720305979053
"Italy",1984,"Europe",2.95183263126397
"Italy",1985,"Europe",2.97149080918096
"Italy",1986,"Europe",3.19203891491461
"Italy",1987,"Europe",-0.707246104939447
"Italy",1988,"Europe",-4.60517018598809
"Italy",1989,"Europe",-4.60517018598809
"Italy",1990,"Europe",-4.60517018598809
"Italy",1991,"Europe",-4.60517018598809
"Italy",1992,"Europe",-4.60517018598809
"Italy",1993,"Europe",-4.60517018598809
"Italy",1994,"Europe",-4.60517018598809
"Italy",1995,"Europe",-4.60517018598809
"Italy",1996,"Europe",-4.60517018598809
"Italy",1997,"Europe",-4.60517018598809
"Italy",1998,"Europe",-4.60517018598809
"Italy",1999,"Europe",-4.60517018598809
"Italy",2000,"Europe",-4.60517018598809
"Italy",2001,"Europe",-4.60517018598809
"Italy",2002,"Europe",-4.60517018598809
"Italy",2003,"Europe",-4.60517018598809
"Italy",2004,"Europe",-4.60517018598809
"Italy",2005,"Europe",-4.60517018598809
"Italy",2006,"Europe",-4.60517018598809
"Italy",2007,"Europe",-4.60517018598809
"Italy",2008,"Europe",-4.60517018598809
"Italy",2009,"Europe",-4.60517018598809
"Italy",2010,"Europe",-4.60517018598809
"Italy",2011,"Europe",-4.60517018598809
"Italy",2012,"Europe",-4.60517018598809
"Italy",2013,"Europe",-4.60517018598809
"Italy",2014,"Europe",-4.60517018598809
"Italy",2015,"Europe",-4.60517018598809
"Italy",2016,"Europe",-4.60517018598809
"Italy",2017,"Europe",-4.60517018598809
"Italy",2018,"Europe",-4.60517018598809
"Italy",2019,"Europe",-4.60517018598809
"Latvia",1985,"Europe",-4.60517018598809
"Latvia",1986,"Europe",-4.60517018598809
"Latvia",1987,"Europe",-4.60517018598809
"Latvia",1988,"Europe",-4.60517018598809
"Latvia",1989,"Europe",-4.60517018598809
"Latvia",1990,"Europe",-4.60517018598809
"Latvia",1991,"Europe",-4.60517018598809
"Latvia",1992,"Europe",-4.60517018598809
"Latvia",1993,"Europe",-4.60517018598809
"Latvia",1994,"Europe",-4.60517018598809
"Latvia",1995,"Europe",-4.60517018598809
"Latvia",1996,"Europe",-4.60517018598809
"Latvia",1997,"Europe",-4.60517018598809
"Latvia",1998,"Europe",-4.60517018598809
"Latvia",1999,"Europe",-4.60517018598809
"Latvia",2000,"Europe",-4.60517018598809
"Latvia",2001,"Europe",-4.60517018598809
"Latvia",2002,"Europe",-4.60517018598809
"Latvia",2003,"Europe",-4.60517018598809
"Latvia",2004,"Europe",-4.60517018598809
"Latvia",2005,"Europe",-4.60517018598809
"Latvia",2006,"Europe",-4.60517018598809
"Latvia",2007,"Europe",-4.60517018598809
"Latvia",2008,"Europe",-4.60517018598809
"Latvia",2009,"Europe",-4.60517018598809
"Latvia",2010,"Europe",-4.60517018598809
"Latvia",2011,"Europe",-4.60517018598809
"Latvia",2012,"Europe",-4.60517018598809
"Latvia",2013,"Europe",-4.60517018598809
"Latvia",2014,"Europe",-4.60517018598809
"Latvia",2015,"Europe",-4.60517018598809
"Latvia",2016,"Europe",-4.60517018598809
"Latvia",2017,"Europe",-4.60517018598809
"Latvia",2018,"Europe",-4.60517018598809
"Latvia",2019,"Europe",-4.60517018598809
"Lithuania",1985,"Europe",3.27116462357685
"Lithuania",1986,"Europe",3.31269398307075
"Lithuania",1987,"Europe",3.23946245847659
"Lithuania",1988,"Europe",3.57228945650456
"Lithuania",1989,"Europe",3.83440735007888
"Lithuania",1990,"Europe",3.85701756639142
"Lithuania",1991,"Europe",3.85507162897801
"Lithuania",1992,"Europe",3.70551530776536
"Lithuania",1993,"Europe",3.52829981943839
"Lithuania",1994,"Europe",3.06413830621805
"Lithuania",1995,"Europe",3.49192130306697
"Lithuania",1996,"Europe",3.65682103042005
"Lithuania",1997,"Europe",3.50885525636867
"Lithuania",1998,"Europe",3.62859852322901
"Lithuania",1999,"Europe",3.31068898814065
"Lithuania",2000,"Europe",3.15256506758078
"Lithuania",2001,"Europe",3.44572450371223
"Lithuania",2002,"Europe",3.65805935677405
"Lithuania",2003,"Europe",3.74227803083863
"Lithuania",2004,"Europe",3.71088553437655
"Lithuania",2005,"Europe",3.32564734459142
"Lithuania",2006,"Europe",3.14130339687321
"Lithuania",2007,"Europe",3.26304580861268
"Lithuania",2008,"Europe",3.26296926237871
"Lithuania",2009,"Europe",3.3492371982869
"Lithuania",2010,"Europe",-4.60517018598809
"Lithuania",2011,"Europe",-4.60517018598809
"Lithuania",2012,"Europe",-4.60517018598809
"Lithuania",2013,"Europe",-4.60517018598809
"Lithuania",2014,"Europe",-4.60517018598809
"Lithuania",2015,"Europe",-4.60517018598809
"Lithuania",2016,"Europe",-4.60517018598809
"Lithuania",2017,"Europe",-4.60517018598809
"Lithuania",2018,"Europe",-4.60517018598809
"Lithuania",2019,"Europe",-4.60517018598809
"Luxembourg",1965,"Europe",-4.60517018598809
"Luxembourg",1966,"Europe",-4.60517018598809
"Luxembourg",1967,"Europe",-4.60517018598809
"Luxembourg",1968,"Europe",-4.60517018598809
"Luxembourg",1969,"Europe",-4.60517018598809
"Luxembourg",1970,"Europe",-4.60517018598809
"Luxembourg",1971,"Europe",-4.60517018598809
"Luxembourg",1972,"Europe",-4.60517018598809
"Luxembourg",1973,"Europe",-4.60517018598809
"Luxembourg",1974,"Europe",-4.60517018598809
"Luxembourg",1975,"Europe",-4.60517018598809
"Luxembourg",1976,"Europe",-4.60517018598809
"Luxembourg",1977,"Europe",-4.60517018598809
"Luxembourg",1978,"Europe",-4.60517018598809
"Luxembourg",1979,"Europe",-4.60517018598809
"Luxembourg",1980,"Europe",-4.60517018598809
"Luxembourg",1981,"Europe",-4.60517018598809
"Luxembourg",1982,"Europe",-4.60517018598809
"Luxembourg",1983,"Europe",-4.60517018598809
"Luxembourg",1984,"Europe",-4.60517018598809
"Luxembourg",1985,"Europe",-4.60517018598809
"Luxembourg",1986,"Europe",-4.60517018598809
"Luxembourg",1987,"Europe",-4.60517018598809
"Luxembourg",1988,"Europe",-4.60517018598809
"Luxembourg",1989,"Europe",-4.60517018598809
"Luxembourg",1990,"Europe",-4.60517018598809
"Luxembourg",1991,"Europe",-4.60517018598809
"Luxembourg",1992,"Europe",-4.60517018598809
"Luxembourg",1993,"Europe",-4.60517018598809
"Luxembourg",1994,"Europe",-4.60517018598809
"Luxembourg",1995,"Europe",-4.60517018598809
"Luxembourg",1996,"Europe",-4.60517018598809
"Luxembourg",1997,"Europe",-4.60517018598809
"Luxembourg",1998,"Europe",-4.60517018598809
"Luxembourg",1999,"Europe",-4.60517018598809
"Luxembourg",2000,"Europe",-4.60517018598809
"Luxembourg",2001,"Europe",-4.60517018598809
"Luxembourg",2002,"Europe",-4.60517018598809
"Luxembourg",2003,"Europe",-4.60517018598809
"Luxembourg",2004,"Europe",-4.60517018598809
"Luxembourg",2005,"Europe",-4.60517018598809
"Luxembourg",2006,"Europe",-4.60517018598809
"Luxembourg",2007,"Europe",-4.60517018598809
"Luxembourg",2008,"Europe",-4.60517018598809
"Luxembourg",2009,"Europe",-4.60517018598809
"Luxembourg",2010,"Europe",-4.60517018598809
"Luxembourg",2011,"Europe",-4.60517018598809
"Luxembourg",2012,"Europe",-4.60517018598809
"Luxembourg",2013,"Europe",-4.60517018598809
"Luxembourg",2014,"Europe",-4.60517018598809
"Luxembourg",2015,"Europe",-4.60517018598809
"Luxembourg",2016,"Europe",-4.60517018598809
"Luxembourg",2017,"Europe",-4.60517018598809
"Luxembourg",2018,"Europe",-4.60517018598809
"Luxembourg",2019,"Europe",-4.60517018598809
"North Macedonia",1990,"Europe",-4.60517018598809
"North Macedonia",1991,"Europe",-4.60517018598809
"North Macedonia",1992,"Europe",-4.60517018598809
"North Macedonia",1993,"Europe",-4.60517018598809
"North Macedonia",1994,"Europe",-4.60517018598809
"North Macedonia",1995,"Europe",-4.60517018598809
"North Macedonia",1996,"Europe",-4.60517018598809
"North Macedonia",1997,"Europe",-4.60517018598809
"North Macedonia",1998,"Europe",-4.60517018598809
"North Macedonia",1999,"Europe",-4.60517018598809
"North Macedonia",2000,"Europe",-4.60517018598809
"North Macedonia",2001,"Europe",-4.60517018598809
"North Macedonia",2002,"Europe",-4.60517018598809
"North Macedonia",2003,"Europe",-4.60517018598809
"North Macedonia",2004,"Europe",-4.60517018598809
"North Macedonia",2005,"Europe",-4.60517018598809
"North Macedonia",2006,"Europe",-4.60517018598809
"North Macedonia",2007,"Europe",-4.60517018598809
"North Macedonia",2008,"Europe",-4.60517018598809
"North Macedonia",2009,"Europe",-4.60517018598809
"North Macedonia",2010,"Europe",-4.60517018598809
"North Macedonia",2011,"Europe",-4.60517018598809
"North Macedonia",2012,"Europe",-4.60517018598809
"North Macedonia",2013,"Europe",-4.60517018598809
"North Macedonia",2014,"Europe",-4.60517018598809
"North Macedonia",2015,"Europe",-4.60517018598809
"North Macedonia",2016,"Europe",-4.60517018598809
"North Macedonia",2017,"Europe",-4.60517018598809
"North Macedonia",2018,"Europe",-4.60517018598809
"North Macedonia",2019,"Europe",-4.60517018598809
"Norway",1965,"Europe",-4.60517018598809
"Norway",1966,"Europe",-4.60517018598809
"Norway",1967,"Europe",-4.60517018598809
"Norway",1968,"Europe",-4.60517018598809
"Norway",1969,"Europe",-4.60517018598809
"Norway",1970,"Europe",-4.60517018598809
"Norway",1971,"Europe",-4.60517018598809
"Norway",1972,"Europe",-4.60517018598809
